Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Bahrain,26.0275,50.55,13/07/2020,33476,109,29099,4268,Eastern Mediterranean
,Bangladesh,23.685,90.3563,13/07/2020,186894,2391,98317,86186,South-East Asia
,Barbados,13.1939,-59.5432,13/07/2020,103,7,90,6,Americas
,Belarus,53.7098,27.9534,13/07/2020,65114,468,55492,9154,Europe
,Belgium,50.8333,4.469936,13/07/2020,62707,9782,17196,35729,Europe
,Benin,9.3077,2.3158,13/07/2020,1378,26,557,795,Africa
,Bhutan,27.5142,90.4336,13/07/2020,84,0,76,8,South-East Asia
,Bolivia,-16.2902,-63.5887,13/07/2020,49250,1866,15294,32090,Americas
,Bosnia and Herzegovina,43.9159,17.6791,13/07/2020,6981,226,3179,3576,Europe
,Brazil,-14.235,-51.9253,13/07/2020,1884967,72833,1291251,520883,Americas
,Brunei,4.5353,114.7277,13/07/2020,141,3,138,0,Western Pacific
,Bulgaria,42.7339,25.4858,13/07/2020,7411,276,3517,3618,Europe
,Burkina Faso,12.2383,-1.5616,13/07/2020,1036,53,869,114,Africa
,Cabo Verde,16.5388,-23.0418,13/07/2020,1698,19,748,931,Africa
,Cambodia,11.55,104.9167,13/07/2020,165,0,133,32,Western Pacific
,Cameroon,3.848,11.5021,13/07/2020,15173,359,11928,2886,Africa
Alberta,Canada,53.9333,-116.5765,13/07/2020,8826,161,0,8665,Americas
British Columbia,Canada,53.7267,-127.6476,13/07/2020,3053,189,0,2864,Americas
Manitoba,Canada,53.7609,-98.8139,13/07/2020,325,7,0,318,Americas
New Brunswick,Canada,46.5653,-66.4619,13/07/2020,166,2,0,164,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,13/07/2020,262,3,0,259,Americas
Nova Scotia,Canada,44.682,-63.7443,13/07/2020,1066,63,0,1003,Americas
Ontario,Canada,51.2538,-85.3232,13/07/2020,38730,2767,0,35963,Americas
Prince Edward Island,Canada,46.5107,-63.4168,13/07/2020,35,0,0,35,Americas
Quebec,Canada,52.9399,-73.5491,13/07/2020,56621,5628,0,50993,Americas
Saskatchewan,Canada,52.9399,-106.4509,13/07/2020,871,15,0,856,Americas
,Central African Republic,6.6111,20.9394,13/07/2020,4321,53,1208,3060,Africa
,Chad,15.4542,18.7322,13/07/2020,880,75,792,13,Africa
,Chile,-35.6751,-71.543,13/07/2020,317657,7024,286556,24077,Americas
Anhui,China,31.8257,117.2264,13/07/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,13/07/2020,929,9,694,226,Western Pacific
Chongqing,China,30.0572,107.874,13/07/2020,582,6,575,1,Western Pacific
Fujian,China,26.0789,117.9874,13/07/2020,363,1,361,1,Western Pacific
Gansu,China,35.7518,104.2861,13/07/2020,167,2,162,3,Western Pacific
Guangdong,China,23.3417,113.4244,13/07/2020,1650,8,1634,8,Western Pacific
Guangxi,China,23.8298,108.7881,13/07/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,13/07/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,13/07/2020,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,13/07/2020,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,13/07/2020,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,13/07/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,13/07/2020,1469,7,1214,248,Western Pacific
Hubei,China,30.9756,112.2707,13/07/2020,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,13/07/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,13/07/2020,249,1,237,11,Western Pacific
Jiangsu,China,32.9711,119.455,13/07/2020,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,13/07/2020,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,13/07/2020,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,13/07/2020,164,2,150,12,Western Pacific
Macau,China,22.1667,113.55,13/07/2020,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,13/07/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,13/07/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,13/07/2020,321,3,314,4,Western Pacific
Shandong,China,36.3427,118.1498,13/07/2020,793,7,785,1,Western Pacific
Shanghai,China,31.202,121.4491,13/07/2020,725,7,689,29,Western Pacific
Shanxi,China,37.5777,112.2922,13/07/2020,200,0,198,2,Western Pacific
Sichuan,China,30.6171,102.7103,13/07/2020,599,3,587,9,Western Pacific
Tianjin,China,39.3054,117.323,13/07/2020,203,3,195,5,Western Pacific
Tibet,China,31.6927,88.0924,13/07/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,13/07/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,13/07/2020,187,2,183,2,Western Pacific
Zhejiang,China,29.1832,120.0934,13/07/2020,1270,1,1267,2,Western Pacific
,Colombia,4.5709,-74.2973,13/07/2020,154277,5455,63451,85371,Americas
,Congo (Brazzaville),-0.228,15.8277,13/07/2020,2028,47,589,1392,Africa
,Congo (Kinshasa),-4.0383,21.7587,13/07/2020,8075,190,3620,4265,Africa
,Costa Rica,9.7489,-83.7534,13/07/2020,8036,34,2304,5698,Americas
,Cote d'Ivoire,7.54,-5.5471,13/07/2020,12872,84,6810,5978,Africa
,Croatia,45.1,15.2,13/07/2020,3775,119,2514,1142,Europe
,Cuba,21.521757,-77.781167,13/07/2020,2428,87,2268,73,Americas
,Cyprus,35.1264,33.4299,13/07/2020,1022,19,839,164,Europe
,Czechia,49.8175,15.473,13/07/2020,13238,353,8373,4512,Europe
Faroe Islands,Denmark,61.8926,-6.9118,13/07/2020,188,0,188,0,Europe
Greenland,Greenland,71.7069,-42.6043,13/07/2020,13,0,13,0,Europe
,Denmark,56.2639,9.5018,13/07/2020,13037,610,12130,297,Europe
,Djibouti,11.8251,42.5903,13/07/2020,4977,56,4729,192,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,13/07/2020,45506,903,22441,22162,Americas
,Ecuador,-1.8312,-78.1834,13/07/2020,68459,5063,30369,33027,Americas
,Egypt,26.820553,30.802498,13/07/2020,83001,3935,24975,54091,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,13/07/2020,9978,267,5732,3979,Americas
,Equatorial Guinea,1.6508,10.2679,13/07/2020,3071,51,842,2178,Africa
,Eritrea,15.1794,39.7823,13/07/2020,232,0,107,125,Africa
,Estonia,58.5953,25.0136,13/07/2020,2014,69,1895,50,Europe
,Eswatini,-26.5225,31.4659,13/07/2020,1389,20,688,681,Africa
,Ethiopia,9.145,40.4897,13/07/2020,7766,128,2430,5208,Africa
,Fiji,-17.7134,178.065,13/07/2020,26,0,18,8,Western Pacific
,Finland,61.92411,25.748151,13/07/2020,7295,329,6800,166,Europe
French Guiana,France,3.9339,-53.1258,13/07/2020,6170,29,3210,2931,Europe
French Polynesia,France,-17.6797,149.4068,13/07/2020,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,13/07/2020,190,14,157,19,Europe
Mayotte,France,-12.8275,45.166244,13/07/2020,2724,37,2480,207,Europe
New Caledonia,France,-20.904305,165.618042,13/07/2020,21,0,21,0,Europe
Reunion,France,-21.1151,55.5364,13/07/2020,596,3,472,121,Europe
Saint Barthelemy,France,17.9,-62.8333,13/07/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,13/07/2020,43,3,37,3,Europe
Martinique,France,14.6415,-61.0242,13/07/2020,255,15,98,142,Europe
,France,46.2276,2.2137,13/07/2020,199571,29931,72180,97460,Europe
,Gabon,-0.8037,11.6094,13/07/2020,6026,46,3475,2505,Africa
,Gambia,13.4432,-15.3101,13/07/2020,64,3,34,27,Africa
,Georgia,42.3154,43.3569,13/07/2020,995,15,857,123,Europe
,Germany,51.165691,10.451526,13/07/2020,200180,9074,185100,6006,Europe
,Ghana,7.9465,-1.0232,13/07/2020,24988,139,21067,3782,Africa
,Greece,39.0742,21.8243,13/07/2020,3826,193,1374,2259,Europe
,Guatemala,15.7835,-90.2308,13/07/2020,29742,1244,4321,24177,Americas
,Guinea,9.9456,-9.6966,13/07/2020,6141,37,4862,1242,Africa
,Guyana,4.860416,-58.93018,13/07/2020,300,17,155,128,Americas
,Haiti,18.9712,-72.2852,13/07/2020,6727,141,3022,3564,Americas
,Holy See,41.9029,12.4534,13/07/2020,12,0,12,0,Europe
,Honduras,15.2,-86.2419,13/07/2020,28579,789,3123,24667,Americas
,Hungary,47.1625,19.5033,13/07/2020,4247,595,3073,579,Europe
,Iceland,64.9631,-19.0208,13/07/2020,1833,10,1801,22,Europe
,India,20.593684,78.96288,13/07/2020,906752,23727,571460,311565,South-East Asia
,Indonesia,-0.7893,113.9213,13/07/2020,76981,3656,36689,36636,South-East Asia
,Iran,32.427908,53.688046,13/07/2020,259652,13032,222539,24081,Eastern Mediterranean
,Iraq,33.223191,43.679291,13/07/2020,79735,3250,46998,29487,Eastern Mediterranean
,Ireland,53.1424,-7.6921,13/07/2020,25638,1746,23364,528,Europe
,Israel,31.046051,34.851612,13/07/2020,40632,365,19395,20872,Europe
,Italy,41.87194,12.56738,13/07/2020,243230,34967,195106,13157,Europe
,Jamaica,18.1096,-77.2975,13/07/2020,759,10,628,121,Americas
,Japan,36.204824,138.252924,13/07/2020,22125,984,18058,3083,Western Pacific
,Jordan,31.24,36.51,13/07/2020,1183,10,1008,165,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,13/07/2020,61755,375,35911,25469,Europe
,Kenya,-0.0236,37.9062,13/07/2020,10294,197,2946,7151,Africa
,South Korea,35.907757,127.766922,13/07/2020,13512,289,12282,941,Western Pacific
,Kuwait,29.31166,47.481766,13/07/2020,55508,393,45356,9759,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,13/07/2020,11444,149,3538,7757,Europe
,Latvia,56.8796,24.6032,13/07/2020,1174,31,1019,124,Europe
,Lebanon,33.8547,35.8623,13/07/2020,2419,36,1423,960,Eastern Mediterranean
,Liberia,6.428055,-9.429499,13/07/2020,1024,51,439,534,Africa
,Liechtenstein,47.14,9.55,13/07/2020,84,1,82,1,Europe
,Lithuania,55.1694,23.8813,13/07/2020,1874,79,1571,224,Europe
,Luxembourg,49.8153,6.1296,13/07/2020,4956,111,4183,662,Europe
,Madagascar,-18.766947,46.869107,13/07/2020,5080,37,2494,2549,Africa
,Malaysia,4.210484,101.975766,13/07/2020,8725,122,8520,83,Western Pacific
,Maldives,3.2028,73.2207,13/07/2020,2762,13,2290,459,South-East Asia
,Malta,35.9375,14.3754,13/07/2020,674,9,660,5,Europe
,Mauritania,21.0079,-10.9408,13/07/2020,5446,147,2501,2798,Africa
,Mauritius,-20.348404,57.552152,13/07/2020,342,10,330,2,Africa
,Mexico,23.6345,-102.5528,13/07/2020,304435,35491,240101,28843,Americas
,Moldova,47.4116,28.3699,13/07/2020,19439,649,12793,5997,Europe
,Monaco,43.7333,7.4167,13/07/2020,109,4,97,8,Europe
,Mongolia,46.8625,103.8467,13/07/2020,243,0,204,39,Western Pacific
,Montenegro,42.708678,19.37439,13/07/2020,1287,24,330,933,Europe
,Morocco,31.7917,-7.0926,13/07/2020,15936,255,12934,2747,Eastern Mediterranean
,Namibia,-22.9576,18.4904,13/07/2020,861,1,28,832,Africa
,Nepal,28.1667,84.25,13/07/2020,16945,38,10294,6613,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,13/07/2020,105,3,99,3,Europe
Curacao,Netherlands,12.1696,-68.99,13/07/2020,25,1,24,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,13/07/2020,78,15,63,0,Europe
,Netherlands,52.1326,5.2913,13/07/2020,51093,6137,0,44956,Europe
,New Zealand,-40.9006,174.886,13/07/2020,1545,22,1498,25,Western Pacific
,Nicaragua,12.865416,-85.207229,13/07/2020,2846,91,1993,762,Americas
,Niger,17.607789,8.081666,13/07/2020,1099,68,992,39,Africa
,Nigeria,9.082,8.6753,13/07/2020,33153,744,13671,18738,Africa
,North Macedonia,41.6086,21.7453,13/07/2020,8197,385,4326,3486,Europe
,Norway,60.472,8.4689,13/07/2020,8984,253,8138,593,Europe
,Oman,21.512583,55.923255,13/07/2020,58179,259,37257,20663,Eastern Mediterranean
,Pakistan,30.3753,69.3451,13/07/2020,253604,5320,170656,77628,Eastern Mediterranean
,Panama,8.538,-80.7821,13/07/2020,47173,932,23919,22322,Americas
,Papua New Guinea,-6.314993,143.95555,13/07/2020,11,0,8,3,Western Pacific
,Paraguay,-23.4425,-58.4438,13/07/2020,2980,25,1293,1662,Americas
,Peru,-9.19,-75.0152,13/07/2020,330123,12054,221008,97061,Americas
,Philippines,12.879721,121.774017,13/07/2020,57006,1599,20371,35036,Western Pacific
,Poland,51.9194,19.1451,13/07/2020,38190,1576,27515,9099,Europe
,Portugal,39.3999,-8.2245,13/07/2020,46818,1662,31065,14091,Europe
,Qatar,25.3548,51.1839,13/07/2020,104016,149,100627,3240,Eastern Mediterranean
,Romania,45.9432,24.9668,13/07/2020,32948,1901,21692,9355,Europe
,Russia,61.52401,105.318756,13/07/2020,732547,11422,503168,217957,Europe
,Rwanda,-1.9403,29.8739,13/07/2020,1378,4,710,664,Africa
,Saint Lucia,13.9094,-60.9789,13/07/2020,22,0,19,3,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,13/07/2020,35,0,29,6,Americas
,San Marino,43.9424,12.4578,13/07/2020,699,42,656,1,Europe
,Saudi Arabia,23.885942,45.079162,13/07/2020,235111,2243,169842,63026,Eastern Mediterranean
,Senegal,14.4974,-14.4524,13/07/2020,8198,150,5514,2534,Africa
,Serbia,44.0165,21.0059,13/07/2020,18639,405,13940,4294,Europe
,Seychelles,-4.6796,55.492,13/07/2020,100,0,11,89,Africa
,Singapore,1.2833,103.8333,13/07/2020,46283,26,42541,3716,Western Pacific
,Slovakia,48.669,19.699,13/07/2020,1902,28,1493,381,Europe
,Slovenia,46.1512,14.9955,13/07/2020,1849,111,1473,265,Europe
,Somalia,5.152149,46.199616,13/07/2020,3072,93,1343,1636,Eastern Mediterranean
,South Africa,-30.5595,22.9375,13/07/2020,287796,4172,138241,145383,Africa
,Spain,40.463667,-3.74922,13/07/2020,255953,28406,150376,77171,Europe
,Sri Lanka,7.873054,80.771797,13/07/2020,2646,11,1981,654,South-East Asia
,Sudan,12.8628,30.2176,13/07/2020,10316,657,5403,4256,Eastern Mediterranean
,Suriname,3.9193,-56.0278,13/07/2020,780,18,526,236,Americas
,Sweden,60.128161,18.643501,13/07/2020,75826,5536,0,70290,Europe
,Switzerland,46.8182,8.2275,13/07/2020,32946,1968,29600,1378,Europe
,Taiwan*,23.7,121,13/07/2020,451,7,438,6,Western Pacific
,Tanzania,-6.369028,34.888822,13/07/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,13/07/2020,3220,58,3090,72,South-East Asia
,Togo,8.6195,0.8248,13/07/2020,721,15,517,189,Africa
,Trinidad and Tobago,10.6918,-61.2225,13/07/2020,133,8,124,1,Americas
,Tunisia,33.886917,9.537499,13/07/2020,1302,50,1082,170,Eastern Mediterranean
,Turkey,38.9637,35.2433,13/07/2020,214001,5382,195671,12948,Europe
,Uganda,1.373333,32.290275,13/07/2020,1029,0,977,52,Africa
,Ukraine,48.3794,31.1656,13/07/2020,55285,1415,27356,26514,Europe
,United Arab Emirates,23.424076,53.847818,13/07/2020,55198,334,45513,9351,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,13/07/2020,150,9,137,4,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,13/07/2020,203,1,200,2,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,13/07/2020,581,47,512,22,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,13/07/2020,180,0,179,1,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,13/07/2020,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,13/07/2020,12,1,10,1,Europe
,United Kingdom,55.3781,-3.436,13/07/2020,290133,44830,0,245303,Europe
,Uruguay,-32.5228,-55.7658,13/07/2020,989,31,903,55,Americas
,US,40,-100,13/07/2020,3364157,135566,1031939,2196652,Americas
,Uzbekistan,41.377491,64.585262,13/07/2020,13591,64,8030,5497,Europe
,Venezuela,6.4238,-66.5897,13/07/2020,9707,93,2671,6943,Americas
,Vietnam,14.058324,108.277199,13/07/2020,373,0,352,21,Western Pacific
,Zambia,-13.133897,27.849332,13/07/2020,1895,42,1412,441,Africa
,Zimbabwe,-19.015438,29.154857,13/07/2020,1034,19,343,672,Africa
,Dominica,15.415,-61.371,13/07/2020,18,0,18,0,Americas
,Grenada,12.1165,-61.679,13/07/2020,23,0,23,0,Americas
,Mozambique,-18.665695,35.529562,13/07/2020,1219,9,0,1210,Africa
,Syria,34.802075,38.996815,13/07/2020,417,19,0,398,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,13/07/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,13/07/2020,37,2,20,15,Americas
,Laos,19.85627,102.495496,13/07/2020,19,0,19,0,Western Pacific
,Libya,26.3351,17.228331,13/07/2020,1512,40,367,1105,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,13/07/2020,6566,39,1084,5443,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,13/07/2020,1842,26,773,1043,Africa
,Mali,17.570692,-3.996166,13/07/2020,2412,121,1730,561,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,13/07/2020,17,0,15,2,Americas
Northwest Territories,Canada,64.8255,-124.8457,13/07/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,13/07/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,13/07/2020,5118,108,2370,2640,Europe
,Burma,21.9162,95.956,13/07/2020,336,6,261,69,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,13/07/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,13/07/2020,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,13/07/2020,72,2,11,59,Europe
,Botswana,-22.3285,24.6849,13/07/2020,399,1,38,360,Africa
,Burundi,-3.3731,29.9189,13/07/2020,269,1,207,61,Africa
,Sierra Leone,8.460555,-11.779889,13/07/2020,1642,63,1175,404,Africa
,Malawi,-13.2543,34.3015,13/07/2020,2430,39,747,1644,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13/07/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,13/07/2020,2,0,1,1,Europe
,South Sudan,6.877,31.307,13/07/2020,2148,41,333,1774,Africa
,Western Sahara,24.2155,-12.8858,13/07/2020,10,1,8,1,Africa
,Sao Tome and Principe,0.1864,6.6131,13/07/2020,732,14,286,432,Africa
,Yemen,15.552727,48.516388,13/07/2020,1498,424,675,399,Eastern Mediterranean
,Comoros,-11.6455,43.3333,13/07/2020,317,7,296,14,Africa
,Tajikistan,38.861,71.2761,13/07/2020,6596,55,5278,1263,Europe
,Lesotho,-29.61,28.2336,13/07/2020,245,3,33,209,Africa
