Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Afghanistan,33.93911,67.709953,14/07/2020,34740,1048,21454,12238,Eastern Mediterranean
,Albania,41.1533,20.1683,14/07/2020,3667,97,2062,1508,Europe
,Algeria,28.0339,1.6596,14/07/2020,20216,1028,14295,4893,Africa
,Andorra,42.5063,1.5218,14/07/2020,861,52,803,6,Europe
,Angola,-11.2027,17.8739,14/07/2020,541,26,118,397,Africa
,Antigua and Barbuda,17.0608,-61.7964,14/07/2020,74,3,57,14,Americas
,Argentina,-38.4161,-63.6167,14/07/2020,106910,1968,45467,59475,Americas
,Armenia,40.0691,45.0382,14/07/2020,32490,581,20729,11180,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,14/07/2020,113,3,105,5,Western Pacific
New South Wales,Australia,-33.8688,151.2093,14/07/2020,3517,49,2988,480,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,14/07/2020,31,0,29,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,14/07/2020,1071,6,1058,7,Western Pacific
South Australia,Australia,-34.9285,138.6007,14/07/2020,443,4,439,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,14/07/2020,228,13,215,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,14/07/2020,4448,27,2488,1933,Western Pacific
Western Australia,Australia,-31.9505,115.8605,14/07/2020,636,9,606,21,Western Pacific
,Austria,47.5162,14.5501,14/07/2020,19021,709,17073,1239,Europe
,Azerbaijan,40.1431,47.5769,14/07/2020,25113,319,16150,8644,Europe
,Bahamas,25.025885,-78.035889,14/07/2020,116,11,91,14,Americas
,Bahrain,26.0275,50.55,14/07/2020,34078,111,29753,4214,Eastern Mediterranean
,Bangladesh,23.685,90.3563,14/07/2020,190057,2424,103227,84406,South-East Asia
,Barbados,13.1939,-59.5432,14/07/2020,103,7,90,6,Americas
,Belarus,53.7098,27.9534,14/07/2020,65269,474,55799,8996,Europe
,Belgium,50.8333,4.469936,14/07/2020,62781,9787,17223,35771,Europe
,Benin,9.3077,2.3158,14/07/2020,1378,26,557,795,Africa
,Bhutan,27.5142,90.4336,14/07/2020,84,0,78,6,South-East Asia
,Bolivia,-16.2902,-63.5887,14/07/2020,50867,1898,15819,33150,Americas
,Bosnia and Herzegovina,43.9159,17.6791,14/07/2020,6981,226,3179,3576,Europe
,Brazil,-14.235,-51.9253,14/07/2020,1926824,74133,1323425,529266,Americas
,Brunei,4.5353,114.7277,14/07/2020,141,3,138,0,Western Pacific
,Bulgaria,42.7339,25.4858,14/07/2020,7645,283,3663,3699,Europe
,Burkina Faso,12.2383,-1.5616,14/07/2020,1037,53,873,111,Africa
,Cabo Verde,16.5388,-23.0418,14/07/2020,1722,19,772,931,Africa
,Cambodia,11.55,104.9167,14/07/2020,165,0,133,32,Western Pacific
,Cameroon,3.848,11.5021,14/07/2020,15173,359,11928,2886,Africa
Alberta,Canada,53.9333,-116.5765,14/07/2020,8912,163,0,8749,Americas
British Columbia,Canada,53.7267,-127.6476,14/07/2020,3128,189,0,2939,Americas
Manitoba,Canada,53.7609,-98.8139,14/07/2020,330,7,0,323,Americas
New Brunswick,Canada,46.5653,-66.4619,14/07/2020,167,2,0,165,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,14/07/2020,262,3,0,259,Americas
Nova Scotia,Canada,44.682,-63.7443,14/07/2020,1066,63,0,1003,Americas
Ontario,Canada,51.2538,-85.3232,14/07/2020,38814,2769,0,36045,Americas
Prince Edward Island,Canada,46.5107,-63.4168,14/07/2020,36,0,0,36,Americas
Quebec,Canada,52.9399,-73.5491,14/07/2020,56730,5633,0,51097,Americas
Saskatchewan,Canada,52.9399,-106.4509,14/07/2020,876,15,0,861,Americas
,Central African Republic,6.6111,20.9394,14/07/2020,4356,53,1229,3074,Africa
,Chad,15.4542,18.7322,14/07/2020,884,75,798,11,Africa
,Chile,-35.6751,-71.543,14/07/2020,319493,7069,289220,23204,Americas
Anhui,China,31.8257,117.2264,14/07/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,14/07/2020,929,9,729,191,Western Pacific
Chongqing,China,30.0572,107.874,14/07/2020,583,6,576,1,Western Pacific
Fujian,China,26.0789,117.9874,14/07/2020,363,1,361,1,Western Pacific
Gansu,China,35.7518,104.2861,14/07/2020,167,2,164,1,Western Pacific
Guangdong,China,23.3417,113.4244,14/07/2020,1650,8,1636,6,Western Pacific
Guangxi,China,23.8298,108.7881,14/07/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,14/07/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,14/07/2020,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,14/07/2020,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,14/07/2020,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,14/07/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,14/07/2020,1569,8,1229,332,Western Pacific
Hubei,China,30.9756,112.2707,14/07/2020,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,14/07/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,14/07/2020,249,1,237,11,Western Pacific
Jiangsu,China,32.9711,119.455,14/07/2020,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,14/07/2020,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,14/07/2020,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,14/07/2020,164,2,150,12,Western Pacific
Macau,China,22.1667,113.55,14/07/2020,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,14/07/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,14/07/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,14/07/2020,321,3,315,3,Western Pacific
Shandong,China,36.3427,118.1498,14/07/2020,793,7,785,1,Western Pacific
Shanghai,China,31.202,121.4491,14/07/2020,731,7,690,34,Western Pacific
Shanxi,China,37.5777,112.2922,14/07/2020,201,0,198,3,Western Pacific
Sichuan,China,30.6171,102.7103,14/07/2020,599,3,589,7,Western Pacific
Tianjin,China,39.3054,117.323,14/07/2020,203,3,195,5,Western Pacific
Tibet,China,31.6927,88.0924,14/07/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,14/07/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,14/07/2020,188,2,183,3,Western Pacific
Zhejiang,China,29.1832,120.0934,14/07/2020,1270,1,1267,2,Western Pacific
,Colombia,4.5709,-74.2973,14/07/2020,159898,5625,65809,88464,Americas
,Congo (Brazzaville),-0.228,15.8277,14/07/2020,2028,47,589,1392,Africa
,Congo (Kinshasa),-4.0383,21.7587,14/07/2020,8135,190,3948,3997,Africa
,Costa Rica,9.7489,-83.7534,14/07/2020,8482,37,2441,6004,Americas
,Cote d'Ivoire,7.54,-5.5471,14/07/2020,13037,87,6908,6042,Africa
,Croatia,45.1,15.2,14/07/2020,3827,120,2558,1149,Europe
,Cuba,21.521757,-77.781167,14/07/2020,2432,87,2275,70,Americas
,Cyprus,35.1264,33.4299,14/07/2020,1023,19,839,165,Europe
,Czechia,49.8175,15.473,14/07/2020,13341,355,8441,4545,Europe
Faroe Islands,Denmark,61.8926,-6.9118,14/07/2020,188,0,188,0,Europe
Greenland,Greenland,71.7069,-42.6043,14/07/2020,13,0,13,0,Europe
,Denmark,56.2639,9.5018,14/07/2020,13061,610,12160,291,Europe
,Djibouti,11.8251,42.5903,14/07/2020,4979,56,4743,180,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,14/07/2020,46305,910,23134,22261,Americas
,Ecuador,-1.8312,-78.1834,14/07/2020,69570,5130,30484,33956,Americas
,Egypt,26.820553,30.802498,14/07/2020,83930,4008,25544,54378,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,14/07/2020,10303,278,5919,4106,Americas
,Equatorial Guinea,1.6508,10.2679,14/07/2020,3071,51,842,2178,Africa
,Eritrea,15.1794,39.7823,14/07/2020,232,0,107,125,Africa
,Estonia,58.5953,25.0136,14/07/2020,2015,69,1897,49,Europe
,Eswatini,-26.5225,31.4659,14/07/2020,1434,20,695,719,Africa
,Ethiopia,9.145,40.4897,14/07/2020,7969,139,2430,5400,Africa
,Fiji,-17.7134,178.065,14/07/2020,26,0,18,8,Western Pacific
,Finland,61.92411,25.748151,14/07/2020,7301,329,6800,172,Europe
French Guiana,France,3.9339,-53.1258,14/07/2020,6229,31,3472,2726,Europe
French Polynesia,France,-17.6797,149.4068,14/07/2020,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,14/07/2020,190,14,157,19,Europe
Mayotte,France,-12.8275,45.166244,14/07/2020,2724,37,2480,207,Europe
New Caledonia,France,-20.904305,165.618042,14/07/2020,21,0,21,0,Europe
Reunion,France,-21.1151,55.5364,14/07/2020,599,3,472,124,Europe
Saint Barthelemy,France,17.9,-62.8333,14/07/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,14/07/2020,43,3,37,3,Europe
Martinique,France,14.6415,-61.0242,14/07/2020,255,15,98,142,Europe
,France,46.2276,2.2137,14/07/2020,199509,29929,71918,97662,Europe
,Gabon,-0.8037,11.6094,14/07/2020,6026,46,3475,2505,Africa
,Gambia,13.4432,-15.3101,14/07/2020,64,3,34,27,Africa
,Georgia,42.3154,43.3569,14/07/2020,999,15,870,114,Europe
,Germany,51.165691,10.451526,14/07/2020,200456,9078,185100,6278,Europe
,Ghana,7.9465,-1.0232,14/07/2020,24988,139,21067,3782,Africa
,Greece,39.0742,21.8243,14/07/2020,3883,193,1374,2316,Europe
,Guatemala,15.7835,-90.2308,14/07/2020,30872,1302,4453,25117,Americas
,Guinea,9.9456,-9.6966,14/07/2020,6200,38,4951,1211,Africa
,Guyana,4.860416,-58.93018,14/07/2020,308,17,156,135,Americas
,Haiti,18.9712,-72.2852,14/07/2020,6727,141,3022,3564,Americas
,Holy See,41.9029,12.4534,14/07/2020,12,0,12,0,Europe
,Honduras,15.2,-86.2419,14/07/2020,29106,807,3287,25012,Americas
,Hungary,47.1625,19.5033,14/07/2020,4258,595,3106,557,Europe
,Iceland,64.9631,-19.0208,14/07/2020,1835,10,1804,21,Europe
,India,20.593684,78.96288,14/07/2020,936181,24309,592032,319840,South-East Asia
,Indonesia,-0.7893,113.9213,14/07/2020,78572,3710,37636,37226,South-East Asia
,Iran,32.427908,53.688046,14/07/2020,262173,13211,225270,23692,Eastern Mediterranean
,Iraq,33.223191,43.679291,14/07/2020,81757,3345,50782,27630,Eastern Mediterranean
,Ireland,53.1424,-7.6921,14/07/2020,25670,1746,23364,560,Europe
,Israel,31.046051,34.851612,14/07/2020,42360,371,19665,22324,Europe
,Italy,41.87194,12.56738,14/07/2020,243344,34984,195441,12919,Europe
,Jamaica,18.1096,-77.2975,14/07/2020,762,10,643,109,Americas
,Japan,36.204824,138.252924,14/07/2020,22437,984,18126,3327,Western Pacific
,Jordan,31.24,36.51,14/07/2020,1198,10,1013,175,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,14/07/2020,63514,375,38008,25131,Europe
,Kenya,-0.0236,37.9062,14/07/2020,10791,202,3017,7572,Africa
,South Korea,35.907757,127.766922,14/07/2020,13551,289,12348,914,Western Pacific
,Kuwait,29.31166,47.481766,14/07/2020,56174,396,46161,9617,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,14/07/2020,11444,149,3538,7757,Europe
,Latvia,56.8796,24.6032,14/07/2020,1174,31,1022,121,Europe
,Lebanon,33.8547,35.8623,14/07/2020,2451,37,1452,962,Eastern Mediterranean
,Liberia,6.428055,-9.429499,14/07/2020,1024,51,439,534,Africa
,Liechtenstein,47.14,9.55,14/07/2020,84,1,82,1,Europe
,Lithuania,55.1694,23.8813,14/07/2020,1875,79,1571,225,Europe
,Luxembourg,49.8153,6.1296,14/07/2020,5056,111,4195,750,Europe
,Madagascar,-18.766947,46.869107,14/07/2020,5343,39,2646,2658,Africa
,Malaysia,4.210484,101.975766,14/07/2020,8729,122,8524,83,Western Pacific
,Maldives,3.2028,73.2207,14/07/2020,2801,14,2302,485,South-East Asia
,Malta,35.9375,14.3754,14/07/2020,674,9,660,5,Europe
,Mauritania,21.0079,-10.9408,14/07/2020,5518,147,2664,2707,Africa
,Mauritius,-20.348404,57.552152,14/07/2020,342,10,330,2,Africa
,Mexico,23.6345,-102.5528,14/07/2020,311486,36327,245830,29329,Americas
,Moldova,47.4116,28.3699,14/07/2020,19708,655,13033,6020,Europe
,Monaco,43.7333,7.4167,14/07/2020,109,4,97,8,Europe
,Mongolia,46.8625,103.8467,14/07/2020,261,0,207,54,Western Pacific
,Montenegro,42.708678,19.37439,14/07/2020,1287,24,330,933,Europe
,Morocco,31.7917,-7.0926,14/07/2020,16097,257,13442,2398,Eastern Mediterranean
,Namibia,-22.9576,18.4904,14/07/2020,864,2,29,833,Africa
,Nepal,28.1667,84.25,14/07/2020,17061,38,10328,6695,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,14/07/2020,106,3,99,4,Europe
Curacao,Netherlands,12.1696,-68.99,14/07/2020,25,1,24,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,14/07/2020,78,15,63,0,Europe
,Netherlands,52.1326,5.2913,14/07/2020,51146,6135,0,45011,Europe
,New Zealand,-40.9006,174.886,14/07/2020,1547,22,1498,27,Western Pacific
,Nicaragua,12.865416,-85.207229,14/07/2020,3147,99,2282,766,Americas
,Niger,17.607789,8.081666,14/07/2020,1099,68,992,39,Africa
,Nigeria,9.082,8.6753,14/07/2020,33616,754,13792,19070,Africa
,North Macedonia,41.6086,21.7453,14/07/2020,8332,389,4468,3475,Europe
,Norway,60.472,8.4689,14/07/2020,9001,253,8138,610,Europe
,Oman,21.512583,55.923255,14/07/2020,59568,273,37987,21308,Eastern Mediterranean
,Pakistan,30.3753,69.3451,14/07/2020,255769,5386,172810,77573,Eastern Mediterranean
,Panama,8.538,-80.7821,14/07/2020,48096,960,24667,22469,Americas
,Papua New Guinea,-6.314993,143.95555,14/07/2020,11,0,8,3,Western Pacific
,Paraguay,-23.4425,-58.4438,14/07/2020,3074,25,1308,1741,Americas
,Peru,-9.19,-75.0152,14/07/2020,333867,12229,223261,98377,Americas
,Philippines,12.879721,121.774017,14/07/2020,57545,1603,20459,35483,Western Pacific
,Poland,51.9194,19.1451,14/07/2020,38457,1588,27756,9113,Europe
,Portugal,39.3999,-8.2245,14/07/2020,47051,1668,31550,13833,Europe
,Qatar,25.3548,51.1839,14/07/2020,104533,150,101160,3223,Eastern Mediterranean
,Romania,45.9432,24.9668,14/07/2020,33585,1931,21803,9851,Europe
,Russia,61.52401,105.318756,14/07/2020,738787,11597,511958,215232,Europe
,Rwanda,-1.9403,29.8739,14/07/2020,1416,4,737,675,Africa
,Saint Lucia,13.9094,-60.9789,14/07/2020,22,0,19,3,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,14/07/2020,35,0,29,6,Americas
,San Marino,43.9424,12.4578,14/07/2020,699,42,656,1,Europe
,Saudi Arabia,23.885942,45.079162,14/07/2020,237803,2283,177560,57960,Eastern Mediterranean
,Senegal,14.4974,-14.4524,14/07/2020,8243,150,5580,2513,Africa
,Serbia,44.0165,21.0059,14/07/2020,18983,418,13991,4574,Europe
,Seychelles,-4.6796,55.492,14/07/2020,100,0,11,89,Africa
,Singapore,1.2833,103.8333,14/07/2020,46630,27,42737,3866,Western Pacific
,Slovakia,48.669,19.699,14/07/2020,1908,28,1493,387,Europe
,Slovenia,46.1512,14.9955,14/07/2020,1859,111,1488,260,Europe
,Somalia,5.152149,46.199616,14/07/2020,3076,93,1380,1603,Eastern Mediterranean
,South Africa,-30.5595,22.9375,14/07/2020,298292,4346,146279,147667,Africa
,Spain,40.463667,-3.74922,14/07/2020,256619,28409,150376,77834,Europe
,Sri Lanka,7.873054,80.771797,14/07/2020,2665,11,1988,666,South-East Asia
,Sudan,12.8628,30.2176,14/07/2020,10417,659,5579,4179,Eastern Mediterranean
,Suriname,3.9193,-56.0278,14/07/2020,801,18,543,240,Americas
,Sweden,60.128161,18.643501,14/07/2020,76001,5545,0,70456,Europe
,Switzerland,46.8182,8.2275,14/07/2020,33016,1968,29800,1248,Europe
,Taiwan*,23.7,121,14/07/2020,451,7,440,4,Western Pacific
,Tanzania,-6.369028,34.888822,14/07/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,14/07/2020,3227,58,3091,78,South-East Asia
,Togo,8.6195,0.8248,14/07/2020,731,15,528,188,Africa
,Trinidad and Tobago,10.6918,-61.2225,14/07/2020,133,8,124,1,Americas
,Tunisia,33.886917,9.537499,14/07/2020,1306,50,1087,169,Eastern Mediterranean
,Turkey,38.9637,35.2433,14/07/2020,214993,5402,196720,12871,Europe
,Uganda,1.373333,32.290275,14/07/2020,1040,0,984,56,Africa
,Ukraine,48.3794,31.1656,14/07/2020,55931,1429,28021,26481,Europe
,United Arab Emirates,23.424076,53.847818,14/07/2020,55573,335,46025,9213,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,14/07/2020,150,9,137,4,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,14/07/2020,203,1,200,2,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,14/07/2020,581,47,512,22,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,14/07/2020,180,0,179,1,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,14/07/2020,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,14/07/2020,12,1,10,1,Europe
,United Kingdom,55.3781,-3.436,14/07/2020,291373,44968,0,246405,Europe
,Uruguay,-32.5228,-55.7658,14/07/2020,997,31,905,61,Americas
,US,40,-100,14/07/2020,3431574,136466,1049098,2246010,Americas
,Uzbekistan,41.377491,64.585262,14/07/2020,14085,67,8327,5691,Europe
,Venezuela,6.4238,-66.5897,14/07/2020,10010,96,2671,7243,Americas
,Vietnam,14.058324,108.277199,14/07/2020,373,0,352,21,Western Pacific
,Zambia,-13.133897,27.849332,14/07/2020,1895,42,1412,441,Africa
,Zimbabwe,-19.015438,29.154857,14/07/2020,1064,20,343,701,Africa
,Dominica,15.415,-61.371,14/07/2020,18,0,18,0,Americas
,Grenada,12.1165,-61.679,14/07/2020,23,0,23,0,Americas
,Mozambique,-18.665695,35.529562,14/07/2020,1268,9,0,1259,Africa
,Syria,34.802075,38.996815,14/07/2020,439,21,0,418,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,14/07/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,14/07/2020,39,2,21,16,Americas
,Laos,19.85627,102.495496,14/07/2020,19,0,19,0,Western Pacific
,Libya,26.3351,17.228331,14/07/2020,1563,42,370,1151,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,14/07/2020,6764,44,1084,5636,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,14/07/2020,1842,26,773,1043,Africa
,Mali,17.570692,-3.996166,14/07/2020,2423,121,1748,554,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,14/07/2020,17,0,15,2,Americas
Northwest Territories,Canada,64.8255,-124.8457,14/07/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,14/07/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,14/07/2020,5118,108,2370,2640,Europe
,Burma,21.9162,95.956,14/07/2020,337,6,261,70,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,14/07/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,14/07/2020,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,14/07/2020,72,2,12,58,Europe
,Botswana,-22.3285,24.6849,14/07/2020,399,1,38,360,Africa
,Burundi,-3.3731,29.9189,14/07/2020,269,1,207,61,Africa
,Sierra Leone,8.460555,-11.779889,14/07/2020,1651,64,1190,397,Africa
,Malawi,-13.2543,34.3015,14/07/2020,2497,40,795,1662,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,14/07/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,14/07/2020,2,0,1,1,Europe
,South Sudan,6.877,31.307,14/07/2020,2148,41,333,1774,Africa
,Western Sahara,24.2155,-12.8858,14/07/2020,10,1,8,1,Africa
,Sao Tome and Principe,0.1864,6.6131,14/07/2020,732,14,286,432,Africa
,Yemen,15.552727,48.516388,14/07/2020,1516,429,685,402,Eastern Mediterranean
,Comoros,-11.6455,43.3333,14/07/2020,321,7,302,12,Africa
,Tajikistan,38.861,71.2761,14/07/2020,6643,56,5332,1255,Europe
,Lesotho,-29.61,28.2336,14/07/2020,256,3,48,205,Africa
,Afghanistan,33.93911,67.709953,15/07/2020,34994,1094,22456,11444,Eastern Mediterranean
,Albania,41.1533,20.1683,15/07/2020,3752,101,2091,1560,Europe
,Algeria,28.0339,1.6596,15/07/2020,20770,1040,14792,4938,Africa
,Andorra,42.5063,1.5218,15/07/2020,862,52,803,7,Europe
,Angola,-11.2027,17.8739,15/07/2020,576,27,124,425,Africa
,Antigua and Barbuda,17.0608,-61.7964,15/07/2020,74,3,57,14,Americas
,Argentina,-38.4161,-63.6167,15/07/2020,111146,2050,47298,61798,Americas
,Armenia,40.0691,45.0382,15/07/2020,33005,592,21348,11065,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,15/07/2020,113,3,105,5,Western Pacific
New South Wales,Australia,-33.8688,151.2093,15/07/2020,3527,49,2988,490,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,15/07/2020,31,0,29,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,15/07/2020,1071,6,1058,7,Western Pacific
South Australia,Australia,-34.9285,138.6007,15/07/2020,444,4,439,1,Western Pacific
Tasmania,Australia,-42.8821,147.3272,15/07/2020,228,13,215,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,15/07/2020,4750,29,2591,2130,Western Pacific
Western Australia,Australia,-31.9505,115.8605,15/07/2020,646,9,610,27,Western Pacific
,Austria,47.5162,14.5501,15/07/2020,19154,710,17175,1269,Europe
,Azerbaijan,40.1431,47.5769,15/07/2020,25672,326,16695,8651,Europe
,Bahamas,25.025885,-78.035889,15/07/2020,119,11,91,17,Americas
,Bahrain,26.0275,50.55,15/07/2020,34560,117,30320,4123,Eastern Mediterranean
,Bangladesh,23.685,90.3563,15/07/2020,193590,2457,105523,85610,South-East Asia
,Barbados,13.1939,-59.5432,15/07/2020,104,7,90,7,Americas
,Belarus,53.7098,27.9534,15/07/2020,65443,480,56379,8584,Europe
,Belgium,50.8333,4.469936,15/07/2020,62872,9788,17242,35842,Europe
,Benin,9.3077,2.3158,15/07/2020,1378,26,557,795,Africa
,Bhutan,27.5142,90.4336,15/07/2020,84,0,78,6,South-East Asia
,Bolivia,-16.2902,-63.5887,15/07/2020,52218,1942,16357,33919,Americas
,Bosnia and Herzegovina,43.9159,17.6791,15/07/2020,7411,235,3335,3841,Europe
,Brazil,-14.235,-51.9253,15/07/2020,1966748,75366,1350098,541284,Americas
,Brunei,4.5353,114.7277,15/07/2020,141,3,138,0,Western Pacific
,Bulgaria,42.7339,25.4858,15/07/2020,7877,289,3841,3747,Europe
,Burkina Faso,12.2383,-1.5616,15/07/2020,1038,53,882,103,Africa
,Cabo Verde,16.5388,-23.0418,15/07/2020,1780,19,850,911,Africa
,Cambodia,11.55,104.9167,15/07/2020,166,0,133,33,Western Pacific
,Cameroon,3.848,11.5021,15/07/2020,15173,359,11928,2886,Africa
Alberta,Canada,53.9333,-116.5765,15/07/2020,8994,163,0,8831,Americas
British Columbia,Canada,53.7267,-127.6476,15/07/2020,3149,189,0,2960,Americas
Manitoba,Canada,53.7609,-98.8139,15/07/2020,330,7,0,323,Americas
New Brunswick,Canada,46.5653,-66.4619,15/07/2020,168,2,0,166,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,15/07/2020,262,3,0,259,Americas
Nova Scotia,Canada,44.682,-63.7443,15/07/2020,1067,63,0,1004,Americas
Ontario,Canada,51.2538,-85.3232,15/07/2020,38918,2778,0,36140,Americas
Prince Edward Island,Canada,46.5107,-63.4168,15/07/2020,36,0,0,36,Americas
Quebec,Canada,52.9399,-73.5491,15/07/2020,56859,5636,0,51223,Americas
Saskatchewan,Canada,52.9399,-106.4509,15/07/2020,881,15,0,866,Americas
,Central African Republic,6.6111,20.9394,15/07/2020,4362,53,1261,3048,Africa
,Chad,15.4542,18.7322,15/07/2020,885,75,799,11,Africa
,Chile,-35.6751,-71.543,15/07/2020,321205,7186,292085,21934,Americas
Anhui,China,31.8257,117.2264,15/07/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,15/07/2020,929,9,752,168,Western Pacific
Chongqing,China,30.0572,107.874,15/07/2020,583,6,576,1,Western Pacific
Fujian,China,26.0789,117.9874,15/07/2020,363,1,361,1,Western Pacific
Gansu,China,35.7518,104.2861,15/07/2020,167,2,165,0,Western Pacific
Guangdong,China,23.3417,113.4244,15/07/2020,1650,8,1636,6,Western Pacific
Guangxi,China,23.8298,108.7881,15/07/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,15/07/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,15/07/2020,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,15/07/2020,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,15/07/2020,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,15/07/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,15/07/2020,1588,10,1241,337,Western Pacific
Hubei,China,30.9756,112.2707,15/07/2020,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,15/07/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,15/07/2020,249,1,237,11,Western Pacific
Jiangsu,China,32.9711,119.455,15/07/2020,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,15/07/2020,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,15/07/2020,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,15/07/2020,164,2,150,12,Western Pacific
Macau,China,22.1667,113.55,15/07/2020,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,15/07/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,15/07/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,15/07/2020,321,3,315,3,Western Pacific
Shandong,China,36.3427,118.1498,15/07/2020,793,7,785,1,Western Pacific
Shanghai,China,31.202,121.4491,15/07/2020,732,7,691,34,Western Pacific
Shanxi,China,37.5777,112.2922,15/07/2020,201,0,198,3,Western Pacific
Sichuan,China,30.6171,102.7103,15/07/2020,599,3,590,6,Western Pacific
Tianjin,China,39.3054,117.323,15/07/2020,203,3,195,5,Western Pacific
Tibet,China,31.6927,88.0924,15/07/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,15/07/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,15/07/2020,188,2,183,3,Western Pacific
Zhejiang,China,29.1832,120.0934,15/07/2020,1270,1,1267,2,Western Pacific
,Colombia,4.5709,-74.2973,15/07/2020,165169,5814,68806,90549,Americas
,Congo (Brazzaville),-0.228,15.8277,15/07/2020,2222,47,589,1586,Africa
,Congo (Kinshasa),-4.0383,21.7587,15/07/2020,8163,192,3983,3988,Africa
,Costa Rica,9.7489,-83.7534,15/07/2020,8986,40,2551,6395,Americas
,Cote d'Ivoire,7.54,-5.5471,15/07/2020,13403,87,7146,6170,Africa
