Country/Region,Date,Confirmed,Deaths,Recovered,Active,Death Percentage
Panama,12/07/2020,45633,909,23039,21685,1.9919794885280389
Papua New Guinea,12/07/2020,11,0,8,3,0.0
Paraguay,12/07/2020,2948,22,1275,1651,0.7462686567164178
Peru,12/07/2020,326326,11870,217111,97345,3.6374668276508766
Philippines,12/07/2020,56259,1534,16046,38679,2.7266748431362093
Poland,12/07/2020,37891,1571,27148,9172,4.146103296297274
Portugal,12/07/2020,46512,1660,30907,13945,3.568971448228414
Qatar,12/07/2020,103598,147,99743,3708,0.14189463117048592
Romania,12/07/2020,32535,1884,21545,9106,5.7906869525126785
Russia,12/07/2020,726036,11318,500208,214510,1.5588758684142385
Rwanda,12/07/2020,1337,4,684,649,0.2991772625280479
Saint Lucia,12/07/2020,22,0,19,3,0.0
Saint Vincent and the Grenadines,12/07/2020,35,0,29,6,0.0
San Marino,12/07/2020,699,42,656,1,6.008583690987124
Saudi Arabia,12/07/2020,232259,2223,167138,62898,0.9571211449287218
Senegal,12/07/2020,8135,148,5446,2541,1.819299323909035
Serbia,12/07/2020,18360,393,13876,4091,2.1405228758169934
Seychelles,12/07/2020,100,0,11,89,0.0
Singapore,12/07/2020,45961,26,42285,3650,0.05656970039816366
Slovakia,12/07/2020,1901,28,1493,380,1.4729089952656496
Slovenia,12/07/2020,1841,111,1469,261,6.029331884845193
Somalia,12/07/2020,3059,93,1264,1702,3.040209218698921
South Africa,12/07/2020,276242,4079,134874,137289,1.4766038473512355
Spain,12/07/2020,253908,28403,150376,75129,11.186335208028105
Sri Lanka,12/07/2020,2617,11,1981,625,0.42032862055789066
Sudan,12/07/2020,10250,650,5341,4259,6.341463414634147
Suriname,12/07/2020,741,18,495,228,2.42914979757085
Switzerland,12/07/2020,32883,1968,29600,1315,5.984855396405438
Taiwan*,12/07/2020,451,7,438,6,1.5521064301552108
Tanzania,12/07/2020,509,21,183,305,4.12573673870334
Thailand,12/07/2020,3217,58,3088,71,1.8029219769972022
Togo,12/07/2020,720,15,513,192,2.083333333333333
Trinidad and Tobago,12/07/2020,133,8,120,5,6.015037593984962
Tunisia,12/07/2020,1263,50,1076,137,3.95882818685669
Turkey,12/07/2020,212993,5363,194515,13115,2.51792312423413
Uganda,12/07/2020,1025,0,972,53,0.0
Ukraine,12/07/2020,54647,1400,26971,26276,2.5618972679195564
United Arab Emirates,12/07/2020,54854,333,45140,9381,0.6070660298246253
United Kingdom,12/07/2020,150,9,137,4,6.0
United Kingdom,12/07/2020,201,1,197,3,0.4975124378109453
United Kingdom,12/07/2020,577,47,512,18,8.145580589254767
United Kingdom,12/07/2020,180,0,176,4,0.0
United Kingdom,12/07/2020,336,24,312,0,7.142857142857142
United Kingdom,12/07/2020,12,1,10,1,8.333333333333332
Uruguay,12/07/2020,987,31,896,60,3.1408308004052685
US,12/07/2020,3304942,135205,1006326,2163411,4.090994637727379
Uzbekistan,12/07/2020,12997,60,7852,5085,0.46164499499884587
Venezuela,12/07/2020,9465,89,2671,6705,0.9403063919704173
Vietnam,12/07/2020,372,0,350,22,0.0
Zambia,12/07/2020,1895,42,1412,441,2.216358839050132
Zimbabwe,12/07/2020,985,18,328,639,1.8274111675126905
Dominica,12/07/2020,18,0,18,0,0.0
Grenada,12/07/2020,23,0,23,0,0.0
Belize,12/07/2020,37,2,20,15,5.405405405405405
Laos,12/07/2020,19,0,19,0,0.0
Libya,12/07/2020,1433,39,341,1053,2.7215631542219123
West Bank and Gaza,12/07/2020,6230,36,942,5252,0.5778491171749599
Guinea-Bissau,12/07/2020,1842,26,773,1043,1.4115092290988056
Mali,12/07/2020,2411,121,1694,596,5.018664454583161
Saint Kitts and Nevis,12/07/2020,17,0,15,2,0.0
Kosovo,12/07/2020,4931,102,2267,2562,2.0685459338876497
Burma,12/07/2020,331,6,261,64,1.812688821752266
United Kingdom,12/07/2020,3,0,3,0,0.0
United Kingdom,12/07/2020,8,1,7,0,12.5
United Kingdom,12/07/2020,71,2,11,58,2.8169014084507045
Botswana,12/07/2020,399,1,38,360,0.2506265664160401
Burundi,12/07/2020,191,1,118,72,0.5235602094240838
Sierra Leone,12/07/2020,1635,63,1154,418,3.853211009174312
Malawi,12/07/2020,2364,38,557,1769,1.6074450084602367
United Kingdom,12/07/2020,13,0,13,0,0.0
France,12/07/2020,2,0,1,1,0.0
South Sudan,12/07/2020,2021,38,333,1650,1.880257298367145
Western Sahara,12/07/2020,10,1,8,1,10.0
Sao Tome and Principe,12/07/2020,729,14,286,429,1.9204389574759946
Yemen,12/07/2020,1465,417,659,389,28.464163822525595
Comoros,12/07/2020,317,7,296,14,2.2082018927444795
Tajikistan,12/07/2020,6552,55,5228,1269,0.8394383394383395
Lesotho,12/07/2020,233,2,32,199,0.8583690987124464
Afghanistan,13/07/2020,34455,1012,21254,12189,2.9371644173559712
Albania,13/07/2020,3571,95,2014,1462,2.660319238308597
Algeria,13/07/2020,19689,1018,14019,4652,5.170399715577226
Andorra,13/07/2020,858,52,803,3,6.0606060606060606
Angola,13/07/2020,525,26,118,381,4.9523809523809526
Antigua and Barbuda,13/07/2020,74,3,57,14,4.054054054054054
Argentina,13/07/2020,103265,1903,44173,57189,1.842831549895899
Armenia,13/07/2020,32151,573,19865,11713,1.7822151721563868
Australia,13/07/2020,113,3,105,5,2.6548672566371683
Australia,13/07/2020,3505,49,2988,468,1.3980028530670472
Australia,13/07/2020,31,0,29,2,0.0
Australia,13/07/2020,1071,6,1058,7,0.5602240896358543
Australia,13/07/2020,443,4,439,0,0.9029345372460496
Australia,13/07/2020,228,13,215,0,5.701754385964912
Australia,13/07/2020,4224,24,2395,1805,0.5681818181818182
Australia,13/07/2020,636,9,606,21,1.4150943396226416
Austria,13/07/2020,18948,708,17000,1240,3.7365421152628246
Azerbaijan,13/07/2020,24570,313,15640,8617,1.273911273911274
Bahamas,13/07/2020,113,11,91,11,9.734513274336283
Bahrain,13/07/2020,33476,109,29099,4268,0.3256064045883618
Bangladesh,13/07/2020,186894,2391,98317,86186,1.2793348101062636
Barbados,13/07/2020,103,7,90,6,6.796116504854369
Belarus,13/07/2020,65114,468,55492,9154,0.7187394415947415
Belgium,13/07/2020,62707,9782,17196,35729,15.599534342258439
Benin,13/07/2020,1378,26,557,795,1.8867924528301887
Bhutan,13/07/2020,84,0,76,8,0.0
Bolivia,13/07/2020,49250,1866,15294,32090,3.7888324873096444
Bosnia and Herzegovina,13/07/2020,6981,226,3179,3576,3.237358544621115
Brazil,13/07/2020,1884967,72833,1291251,520883,3.863887272297075
Brunei,13/07/2020,141,3,138,0,2.127659574468085
Bulgaria,13/07/2020,7411,276,3517,3618,3.7241937660234785
Burkina Faso,13/07/2020,1036,53,869,114,5.115830115830116
Cabo Verde,13/07/2020,1698,19,748,931,1.1189634864546525
Cambodia,13/07/2020,165,0,133,32,0.0
Cameroon,13/07/2020,15173,359,11928,2886,2.3660449482633625
Central African Republic,13/07/2020,4321,53,1208,3060,1.2265679240916456
Chad,13/07/2020,880,75,792,13,8.522727272727272
Chile,13/07/2020,317657,7024,286556,24077,2.211190057200062
China,13/07/2020,991,6,985,0,0.6054490413723511
China,13/07/2020,929,9,694,226,0.9687836383207751
China,13/07/2020,582,6,575,1,1.0309278350515463
China,13/07/2020,363,1,361,1,0.27548209366391185
China,13/07/2020,167,2,162,3,1.1976047904191618
China,13/07/2020,1650,8,1634,8,0.48484848484848486
China,13/07/2020,254,2,252,0,0.7874015748031495
China,13/07/2020,147,2,145,0,1.3605442176870748
China,13/07/2020,171,6,165,0,3.508771929824561
China,13/07/2020,947,13,934,0,1.3727560718057021
China,13/07/2020,1469,7,1214,248,0.4765146358066712
China,13/07/2020,68135,4512,63623,0,6.622147207749321
China,13/07/2020,1019,4,1015,0,0.39254170755642787
China,13/07/2020,249,1,237,11,0.4016064257028112
China,13/07/2020,654,0,654,0,0.0
China,13/07/2020,932,1,931,0,0.1072961373390558
China,13/07/2020,155,2,153,0,1.2903225806451613
China,13/07/2020,164,2,150,12,1.2195121951219512
China,13/07/2020,46,0,45,1,0.0
China,13/07/2020,75,0,75,0,0.0
China,13/07/2020,18,0,18,0,0.0
China,13/07/2020,321,3,314,4,0.9345794392523363
China,13/07/2020,793,7,785,1,0.8827238335435058
China,13/07/2020,725,7,689,29,0.9655172413793104
China,13/07/2020,200,0,198,2,0.0
China,13/07/2020,599,3,587,9,0.5008347245409015
China,13/07/2020,203,3,195,5,1.477832512315271
China,13/07/2020,1,0,1,0,0.0
China,13/07/2020,76,3,73,0,3.9473684210526314
China,13/07/2020,187,2,183,2,1.06951871657754
China,13/07/2020,1270,1,1267,2,0.07874015748031496
Colombia,13/07/2020,154277,5455,63451,85371,3.535847858073465
Congo (Brazzaville),13/07/2020,2028,47,589,1392,2.3175542406311638
Congo (Kinshasa),13/07/2020,8075,190,3620,4265,2.3529411764705883
Costa Rica,13/07/2020,8036,34,2304,5698,0.42309606769537084
Cote d'Ivoire,13/07/2020,12872,84,6810,5978,0.6525792417650715
Croatia,13/07/2020,3775,119,2514,1142,3.152317880794702
Cuba,13/07/2020,2428,87,2268,73,3.5831960461285006
Cyprus,13/07/2020,1022,19,839,164,1.8590998043052838
Czechia,13/07/2020,13238,353,8373,4512,2.666565946517601
Denmark,13/07/2020,188,0,188,0,0.0
Greenland,13/07/2020,13,0,13,0,0.0
Denmark,13/07/2020,13037,610,12130,297,4.678990565314106
Djibouti,13/07/2020,4977,56,4729,192,1.1251758087201125
Dominican Republic,13/07/2020,45506,903,22441,22162,1.9843537115984706
Ecuador,13/07/2020,68459,5063,30369,33027,7.3956674798054305
Egypt,13/07/2020,83001,3935,24975,54091,4.740906736063421
El Salvador,13/07/2020,9978,267,5732,3979,2.6758869512928443
Equatorial Guinea,13/07/2020,3071,51,842,2178,1.660696841419733
Eritrea,13/07/2020,232,0,107,125,0.0
Estonia,13/07/2020,2014,69,1895,50,3.426017874875869
Eswatini,13/07/2020,1389,20,688,681,1.4398848092152627
Ethiopia,13/07/2020,7766,128,2430,5208,1.6482101467937165
Fiji,13/07/2020,26,0,18,8,0.0
Finland,13/07/2020,7295,329,6800,166,4.50993831391364
France,13/07/2020,6170,29,3210,2931,0.4700162074554295
France,13/07/2020,62,0,60,2,0.0
France,13/07/2020,190,14,157,19,7.368421052631578
France,13/07/2020,2724,37,2480,207,1.3582966226138031
France,13/07/2020,21,0,21,0,0.0
France,13/07/2020,596,3,472,121,0.5033557046979865
France,13/07/2020,6,0,6,0,0.0
France,13/07/2020,43,3,37,3,6.976744186046512
France,13/07/2020,255,15,98,142,5.88235294117647
France,13/07/2020,199571,29931,72180,97460,14.997670002154623
Gabon,13/07/2020,6026,46,3475,2505,0.7633587786259541
Gambia,13/07/2020,64,3,34,27,4.6875
Georgia,13/07/2020,995,15,857,123,1.507537688442211
Germany,13/07/2020,200180,9074,185100,6006,4.532920371665501
Ghana,13/07/2020,24988,139,21067,3782,0.5562670081639187
Greece,13/07/2020,3826,193,1374,2259,5.044432828018818
Guatemala,13/07/2020,29742,1244,4321,24177,4.182637347858248
Guinea,13/07/2020,6141,37,4862,1242,0.6025077348965967
Guyana,13/07/2020,300,17,155,128,5.666666666666666
Haiti,13/07/2020,6727,141,3022,3564,2.0960309201724394
Holy See,13/07/2020,12,0,12,0,0.0
Honduras,13/07/2020,28579,789,3123,24667,2.7607683963749605
Hungary,13/07/2020,4247,595,3073,579,14.00988933364728
Iceland,13/07/2020,1833,10,1801,22,0.5455537370430987
India,13/07/2020,906752,23727,571460,311565,2.616702251552795
Indonesia,13/07/2020,76981,3656,36689,36636,4.749223834452657
Iran,13/07/2020,259652,13032,222539,24081,5.019025464852957
Iraq,13/07/2020,79735,3250,46998,29487,4.076001755816141
Ireland,13/07/2020,25638,1746,23364,528,6.810203604025275
Israel,13/07/2020,40632,365,19395,20872,0.8983067532978932
Italy,13/07/2020,243230,34967,195106,13157,14.376104921267935
Jamaica,13/07/2020,759,10,628,121,1.3175230566534915
Japan,13/07/2020,22125,984,18058,3083,4.447457627118644
Jordan,13/07/2020,1183,10,1008,165,0.84530853761623
Kazakhstan,13/07/2020,61755,375,35911,25469,0.6072382803011902
Kenya,13/07/2020,10294,197,2946,7151,1.9137361569846512
South Korea,13/07/2020,13512,289,12282,941,2.1388395500296036
Kuwait,13/07/2020,55508,393,45356,9759,0.7080060531815234
Kyrgyzstan,13/07/2020,11444,149,3538,7757,1.3019923103809858
Latvia,13/07/2020,1174,31,1019,124,2.6405451448040886
Lebanon,13/07/2020,2419,36,1423,960,1.4882182720132286
Liberia,13/07/2020,1024,51,439,534,4.98046875
Liechtenstein,13/07/2020,84,1,82,1,1.1904761904761905
Lithuania,13/07/2020,1874,79,1571,224,4.215581643543223
Luxembourg,13/07/2020,4956,111,4183,662,2.2397094430992737
Madagascar,13/07/2020,5080,37,2494,2549,0.7283464566929134
Malaysia,13/07/2020,8725,122,8520,83,1.3982808022922635
Maldives,13/07/2020,2762,13,2290,459,0.47067342505430854
Malta,13/07/2020,674,9,660,5,1.3353115727002967
Mauritania,13/07/2020,5446,147,2501,2798,2.6992287917737787
Mauritius,13/07/2020,342,10,330,2,2.923976608187134
Mexico,13/07/2020,304435,35491,240101,28843,11.657989390181813
Moldova,13/07/2020,19439,649,12793,5997,3.3386491074643763
Monaco,13/07/2020,109,4,97,8,3.669724770642202
Mongolia,13/07/2020,243,0,204,39,0.0
Montenegro,13/07/2020,1287,24,330,933,1.8648018648018647
Morocco,13/07/2020,15936,255,12934,2747,1.6001506024096386
Namibia,13/07/2020,861,1,28,832,0.11614401858304298
Nepal,13/07/2020,16945,38,10294,6613,0.22425494246090294
Netherlands,13/07/2020,105,3,99,3,2.857142857142857
Netherlands,13/07/2020,25,1,24,0,4.0
Netherlands,13/07/2020,78,15,63,0,19.230769230769234
New Zealand,13/07/2020,1545,22,1498,25,1.423948220064725
Nicaragua,13/07/2020,2846,91,1993,762,3.197470133520731
Niger,13/07/2020,1099,68,992,39,6.1874431301182895
Nigeria,13/07/2020,33153,744,13671,18738,2.2441408017373994
North Macedonia,13/07/2020,8197,385,4326,3486,4.6968403074295475
Norway,13/07/2020,8984,253,8138,593,2.816117542297418
Oman,13/07/2020,58179,259,37257,20663,0.44517781330033174
Pakistan,13/07/2020,253604,5320,170656,77628,2.0977587104304347
Panama,13/07/2020,47173,932,23919,22322,1.9757064422445043
Papua New Guinea,13/07/2020,11,0,8,3,0.0
Paraguay,13/07/2020,2980,25,1293,1662,0.8389261744966443
Peru,13/07/2020,330123,12054,221008,97061,3.65136630892122
Philippines,13/07/2020,57006,1599,20371,35036,2.804967898115988
Poland,13/07/2020,38190,1576,27515,9099,4.126734747316052
Portugal,13/07/2020,46818,1662,31065,14091,3.5499166987056263
Qatar,13/07/2020,104016,149,100627,3240,0.14324719273957853
Romania,13/07/2020,32948,1901,21692,9355,5.769697705475294
Russia,13/07/2020,732547,11422,503168,217957,1.5592173607973276
Rwanda,13/07/2020,1378,4,710,664,0.29027576197387517
Saint Lucia,13/07/2020,22,0,19,3,0.0
Saint Vincent and the Grenadines,13/07/2020,35,0,29,6,0.0
San Marino,13/07/2020,699,42,656,1,6.008583690987124
Saudi Arabia,13/07/2020,235111,2243,169842,63026,0.9540174640914292
Senegal,13/07/2020,8198,150,5514,2534,1.8297145645279338
Serbia,13/07/2020,18639,405,13940,4294,2.1728633510381457
Seychelles,13/07/2020,100,0,11,89,0.0
Singapore,13/07/2020,46283,26,42541,3716,0.05617613378562323
Slovakia,13/07/2020,1902,28,1493,381,1.4721345951629863
Slovenia,13/07/2020,1849,111,1473,265,6.003244997295836
Somalia,13/07/2020,3072,93,1343,1636,3.02734375
South Africa,13/07/2020,287796,4172,138241,145383,1.4496379379838495
Spain,13/07/2020,255953,28406,150376,77171,11.098131297542908
Sri Lanka,13/07/2020,2646,11,1981,654,0.41572184429327286
Sudan,13/07/2020,10316,657,5403,4256,6.36874757658007
Suriname,13/07/2020,780,18,526,236,2.307692307692308
Switzerland,13/07/2020,32946,1968,29600,1378,5.973411036241122
Taiwan*,13/07/2020,451,7,438,6,1.5521064301552108
Tanzania,13/07/2020,509,21,183,305,4.12573673870334
Thailand,13/07/2020,3220,58,3090,72,1.8012422360248446
Togo,13/07/2020,721,15,517,189,2.0804438280166435
Trinidad and Tobago,13/07/2020,133,8,124,1,6.015037593984962
Tunisia,13/07/2020,1302,50,1082,170,3.840245775729647
Turkey,13/07/2020,214001,5382,195671,12948,2.5149415189648647
Uganda,13/07/2020,1029,0,977,52,0.0
Ukraine,13/07/2020,55285,1415,27356,26514,2.5594645925657957
United Arab Emirates,13/07/2020,55198,334,45513,9351,0.6050943874778072
United Kingdom,13/07/2020,150,9,137,4,6.0
United Kingdom,13/07/2020,203,1,200,2,0.49261083743842365
United Kingdom,13/07/2020,581,47,512,22,8.089500860585199
United Kingdom,13/07/2020,180,0,179,1,0.0
United Kingdom,13/07/2020,336,24,312,0,7.142857142857142
United Kingdom,13/07/2020,12,1,10,1,8.333333333333332
Uruguay,13/07/2020,989,31,903,55,3.1344792719919106
US,13/07/2020,3364157,135566,1031939,2196652,4.029716805725774
Uzbekistan,13/07/2020,13591,64,8030,5497,0.470899860201604
Venezuela,13/07/2020,9707,93,2671,6943,0.9580714947975688
Vietnam,13/07/2020,373,0,352,21,0.0
Zambia,13/07/2020,1895,42,1412,441,2.216358839050132
Zimbabwe,13/07/2020,1034,19,343,672,1.83752417794971
Dominica,13/07/2020,18,0,18,0,0.0
Grenada,13/07/2020,23,0,23,0,0.0
Belize,13/07/2020,37,2,20,15,5.405405405405405
Laos,13/07/2020,19,0,19,0,0.0
Libya,13/07/2020,1512,40,367,1105,2.6455026455026456
West Bank and Gaza,13/07/2020,6566,39,1084,5443,0.5939689308559245
Guinea-Bissau,13/07/2020,1842,26,773,1043,1.4115092290988056
Mali,13/07/2020,2412,121,1730,561,5.016583747927031
Saint Kitts and Nevis,13/07/2020,17,0,15,2,0.0
Kosovo,13/07/2020,5118,108,2370,2640,2.1101992966002343
Burma,13/07/2020,336,6,261,69,1.7857142857142856
United Kingdom,13/07/2020,3,0,3,0,0.0
United Kingdom,13/07/2020,8,1,7,0,12.5
United Kingdom,13/07/2020,72,2,11,59,2.7777777777777777
Botswana,13/07/2020,399,1,38,360,0.2506265664160401
Burundi,13/07/2020,269,1,207,61,0.37174721189591076
Sierra Leone,13/07/2020,1642,63,1175,404,3.836784409257003
Malawi,13/07/2020,2430,39,747,1644,1.6049382716049383
United Kingdom,13/07/2020,13,0,13,0,0.0
France,13/07/2020,2,0,1,1,0.0
South Sudan,13/07/2020,2148,41,333,1774,1.9087523277467413
Western Sahara,13/07/2020,10,1,8,1,10.0
Sao Tome and Principe,13/07/2020,732,14,286,432,1.912568306010929
Yemen,13/07/2020,1498,424,675,399,28.304405874499334
Comoros,13/07/2020,317,7,296,14,2.2082018927444795
Tajikistan,13/07/2020,6596,55,5278,1263,0.8338386901152214
Lesotho,13/07/2020,245,3,33,209,1.2244897959183674
Afghanistan,14/07/2020,34740,1048,21454,12238,3.016695451928612
Albania,14/07/2020,3667,97,2062,1508,2.6452140714480503
Algeria,14/07/2020,20216,1028,14295,4893,5.085081123862287
Andorra,14/07/2020,861,52,803,6,6.039488966318235
Angola,14/07/2020,541,26,118,397,4.805914972273567
Antigua and Barbuda,14/07/2020,74,3,57,14,4.054054054054054
Argentina,14/07/2020,106910,1968,45467,59475,1.840800673463661
Armenia,14/07/2020,32490,581,20729,11180,1.7882425361649739
Australia,14/07/2020,113,3,105,5,2.6548672566371683
Australia,14/07/2020,3517,49,2988,480,1.3932328689223772
Australia,14/07/2020,31,0,29,2,0.0
Australia,14/07/2020,1071,6,1058,7,0.5602240896358543
Australia,14/07/2020,443,4,439,0,0.9029345372460496
Australia,14/07/2020,228,13,215,0,5.701754385964912
Australia,14/07/2020,4448,27,2488,1933,0.6070143884892086
Australia,14/07/2020,636,9,606,21,1.4150943396226416
Austria,14/07/2020,19021,709,17073,1239,3.727459124125966
Azerbaijan,14/07/2020,25113,319,16150,8644,1.2702584318878667
Bahamas,14/07/2020,116,11,91,14,9.482758620689655
Bahrain,14/07/2020,34078,111,29753,4214,0.32572334057162977
Bangladesh,14/07/2020,190057,2424,103227,84406,1.275406851628722
Barbados,14/07/2020,103,7,90,6,6.796116504854369
Belarus,14/07/2020,65269,474,55799,8996,0.7262253137017574
Belgium,14/07/2020,62781,9787,17223,35771,15.589111355346363
Benin,14/07/2020,1378,26,557,795,1.8867924528301887
Bhutan,14/07/2020,84,0,78,6,0.0
Bolivia,14/07/2020,50867,1898,15819,33150,3.7312992706469816
Bosnia and Herzegovina,14/07/2020,6981,226,3179,3576,3.237358544621115
Brazil,14/07/2020,1926824,74133,1323425,529266,3.8474193802859005
Brunei,14/07/2020,141,3,138,0,2.127659574468085
Bulgaria,14/07/2020,7645,283,3663,3699,3.701765860039241
Burkina Faso,14/07/2020,1037,53,873,111,5.110896817743491
Cabo Verde,14/07/2020,1722,19,772,931,1.1033681765389083
Cambodia,14/07/2020,165,0,133,32,0.0
Cameroon,14/07/2020,15173,359,11928,2886,2.3660449482633625
Central African Republic,14/07/2020,4356,53,1229,3074,1.2167125803489438
Chad,14/07/2020,884,75,798,11,8.484162895927602
Chile,14/07/2020,319493,7069,289220,23204,2.2125680374843895
China,14/07/2020,991,6,985,0,0.6054490413723511
China,14/07/2020,929,9,729,191,0.9687836383207751
China,14/07/2020,583,6,576,1,1.0291595197255576
China,14/07/2020,363,1,361,1,0.27548209366391185
China,14/07/2020,167,2,164,1,1.1976047904191618
China,14/07/2020,1650,8,1636,6,0.48484848484848486
China,14/07/2020,254,2,252,0,0.7874015748031495
China,14/07/2020,147,2,145,0,1.3605442176870748
China,14/07/2020,171,6,165,0,3.508771929824561
China,14/07/2020,947,13,934,0,1.3727560718057021
China,14/07/2020,1569,8,1229,332,0.5098789037603569
China,14/07/2020,68135,4512,63623,0,6.622147207749321
China,14/07/2020,1019,4,1015,0,0.39254170755642787
China,14/07/2020,249,1,237,11,0.4016064257028112
China,14/07/2020,654,0,654,0,0.0
China,14/07/2020,932,1,931,0,0.1072961373390558
China,14/07/2020,155,2,153,0,1.2903225806451613
China,14/07/2020,164,2,150,12,1.2195121951219512
China,14/07/2020,46,0,45,1,0.0
China,14/07/2020,75,0,75,0,0.0
China,14/07/2020,18,0,18,0,0.0
China,14/07/2020,321,3,315,3,0.9345794392523363
China,14/07/2020,793,7,785,1,0.8827238335435058
China,14/07/2020,731,7,690,34,0.957592339261286
China,14/07/2020,201,0,198,3,0.0
China,14/07/2020,599,3,589,7,0.5008347245409015
China,14/07/2020,203,3,195,5,1.477832512315271
China,14/07/2020,1,0,1,0,0.0
China,14/07/2020,76,3,73,0,3.9473684210526314
China,14/07/2020,188,2,183,3,1.0638297872340425
China,14/07/2020,1270,1,1267,2,0.07874015748031496
Colombia,14/07/2020,159898,5625,65809,88464,3.517867640620896
Congo (Brazzaville),14/07/2020,2028,47,589,1392,2.3175542406311638
Congo (Kinshasa),14/07/2020,8135,190,3948,3997,2.3355869698832206
Costa Rica,14/07/2020,8482,37,2441,6004,0.4362178731431266
Cote d'Ivoire,14/07/2020,13037,87,6908,6042,0.6673314412825037
Croatia,14/07/2020,3827,120,2558,1149,3.135615364515286
Cuba,14/07/2020,2432,87,2275,70,3.577302631578947
Cyprus,14/07/2020,1023,19,839,165,1.857282502443793
Czechia,14/07/2020,13341,355,8441,4545,2.660969942283187
Denmark,14/07/2020,188,0,188,0,0.0
Greenland,14/07/2020,13,0,13,0,0.0
Denmark,14/07/2020,13061,610,12160,291,4.670392772375775
Djibouti,14/07/2020,4979,56,4743,180,1.1247238401285398
Dominican Republic,14/07/2020,46305,910,23134,22261,1.9652305366591083
Ecuador,14/07/2020,69570,5130,30484,33956,7.373868046571798
Egypt,14/07/2020,83930,4008,25544,54378,4.775408078160372
El Salvador,14/07/2020,10303,278,5919,4106,2.6982432301271473
Equatorial Guinea,14/07/2020,3071,51,842,2178,1.660696841419733
Eritrea,14/07/2020,232,0,107,125,0.0
Estonia,14/07/2020,2015,69,1897,49,3.4243176178660053
Eswatini,14/07/2020,1434,20,695,719,1.394700139470014
Ethiopia,14/07/2020,7969,139,2430,5400,1.7442590036391017
Fiji,14/07/2020,26,0,18,8,0.0
Finland,14/07/2020,7301,329,6800,172,4.506232023010546
France,14/07/2020,6229,31,3472,2726,0.49767217851982665
France,14/07/2020,62,0,60,2,0.0
France,14/07/2020,190,14,157,19,7.368421052631578
France,14/07/2020,2724,37,2480,207,1.3582966226138031
France,14/07/2020,21,0,21,0,0.0
France,14/07/2020,599,3,472,124,0.5008347245409015
France,14/07/2020,6,0,6,0,0.0
France,14/07/2020,43,3,37,3,6.976744186046512
France,14/07/2020,255,15,98,142,5.88235294117647
France,14/07/2020,199509,29929,71918,97662,15.001328260880461
Gabon,14/07/2020,6026,46,3475,2505,0.7633587786259541
Gambia,14/07/2020,64,3,34,27,4.6875
Georgia,14/07/2020,999,15,870,114,1.5015015015015014
Germany,14/07/2020,200456,9078,185100,6278,4.528674621862154
Ghana,14/07/2020,24988,139,21067,3782,0.5562670081639187
Greece,14/07/2020,3883,193,1374,2316,4.9703837239248
Guatemala,14/07/2020,30872,1302,4453,25117,4.217413837781809
Guinea,14/07/2020,6200,38,4951,1211,0.6129032258064516
Guyana,14/07/2020,308,17,156,135,5.51948051948052
Haiti,14/07/2020,6727,141,3022,3564,2.0960309201724394
Holy See,14/07/2020,12,0,12,0,0.0
Honduras,14/07/2020,29106,807,3287,25012,2.77262420119563
Hungary,14/07/2020,4258,595,3106,557,13.973696571160168
Iceland,14/07/2020,1835,10,1804,21,0.544959128065395
India,14/07/2020,936181,24309,592032,319840,2.5966132617517337
Indonesia,14/07/2020,78572,3710,37636,37226,4.721783841572061
Iran,14/07/2020,262173,13211,225270,23692,5.0390391077647205
Iraq,14/07/2020,81757,3345,50782,27630,4.091392785938819
Ireland,14/07/2020,25670,1746,23364,560,6.801714063108687
Israel,14/07/2020,42360,371,19665,22324,0.8758262511803588
Italy,14/07/2020,243344,34984,195441,12919,14.376356104937866
Jamaica,14/07/2020,762,10,643,109,1.3123359580052494
Japan,14/07/2020,22437,984,18126,3327,4.385613049872978
Jordan,14/07/2020,1198,10,1013,175,0.8347245409015025
Kazakhstan,14/07/2020,63514,375,38008,25131,0.5904210095412035
Kenya,14/07/2020,10791,202,3017,7572,1.8719303122972848
South Korea,14/07/2020,13551,289,12348,914,2.132683934764962
Kuwait,14/07/2020,56174,396,46161,9617,0.7049524691138249
Kyrgyzstan,14/07/2020,11444,149,3538,7757,1.3019923103809858
Latvia,14/07/2020,1174,31,1022,121,2.6405451448040886
Lebanon,14/07/2020,2451,37,1452,962,1.5095879232966136
Liberia,14/07/2020,1024,51,439,534,4.98046875
Liechtenstein,14/07/2020,84,1,82,1,1.1904761904761905
Lithuania,14/07/2020,1875,79,1571,225,4.213333333333334
Luxembourg,14/07/2020,5056,111,4195,750,2.195411392405063
Madagascar,14/07/2020,5343,39,2646,2658,0.7299270072992701
Malaysia,14/07/2020,8729,122,8524,83,1.3976400504066904
Maldives,14/07/2020,2801,14,2302,485,0.49982149232416995
Malta,14/07/2020,674,9,660,5,1.3353115727002967
Mauritania,14/07/2020,5518,147,2664,2707,2.664008698803914
Mauritius,14/07/2020,342,10,330,2,2.923976608187134
Mexico,14/07/2020,311486,36327,245830,29329,11.66248242296604
Moldova,14/07/2020,19708,655,13033,6020,3.3235234422569517
Monaco,14/07/2020,109,4,97,8,3.669724770642202
Mongolia,14/07/2020,261,0,207,54,0.0
Montenegro,14/07/2020,1287,24,330,933,1.8648018648018647
Morocco,14/07/2020,16097,257,13442,2398,1.5965707895881218
Namibia,14/07/2020,864,2,29,833,0.23148148148148145
