Country/Region,Date,Confirmed,Deaths,Recovered,Active,Death Percentage
Belgium,19/07/2020,63706,9800,17289,36617,15.383166420745297
Benin,19/07/2020,1602,31,782,789,1.9350811485642945
Bhutan,19/07/2020,89,0,82,7,0.0
Bolivia,19/07/2020,59582,2151,18553,38878,3.610150716659394
Bosnia and Herzegovina,19/07/2020,8340,249,3669,4422,2.985611510791367
Brazil,19/07/2020,2098389,79488,1459072,559829,3.78804883174664
Brunei,19/07/2020,141,3,138,0,2.127659574468085
Bulgaria,19/07/2020,8733,300,4106,4327,3.4352456200618344
Burkina Faso,19/07/2020,1052,53,901,98,5.038022813688213
Cabo Verde,19/07/2020,2045,21,973,1051,1.0268948655256724
Cambodia,19/07/2020,171,0,136,35,0.0
Cameroon,19/07/2020,16157,373,13728,2056,2.3085968929875595
Central African Republic,19/07/2020,4485,55,1348,3082,1.2263099219620959
Chad,19/07/2020,889,75,801,13,8.43644544431946
Chile,19/07/2020,330930,8503,301794,20633,2.5694255582751637
China,19/07/2020,991,6,985,0,0.6054490413723511
China,19/07/2020,929,9,804,116,0.9687836383207751
China,19/07/2020,583,6,576,1,1.0291595197255576
China,19/07/2020,364,1,361,2,0.27472527472527475
China,19/07/2020,167,2,165,0,1.1976047904191618
China,19/07/2020,1659,8,1637,14,0.48221820373719104
China,19/07/2020,255,2,252,1,0.7843137254901961
China,19/07/2020,147,2,145,0,1.3605442176870748
China,19/07/2020,171,6,165,0,3.508771929824561
China,19/07/2020,947,13,934,0,1.3727560718057021
China,19/07/2020,1777,12,1294,471,0.6752954417557682
China,19/07/2020,68135,4512,63623,0,6.622147207749321
China,19/07/2020,1019,4,1015,0,0.39254170755642787
China,19/07/2020,249,1,237,11,0.4016064257028112
China,19/07/2020,654,0,654,0,0.0
China,19/07/2020,932,1,931,0,0.1072961373390558
China,19/07/2020,155,2,153,0,1.2903225806451613
China,19/07/2020,164,2,154,8,1.2195121951219512
China,19/07/2020,46,0,46,0,0.0
China,19/07/2020,75,0,75,0,0.0
China,19/07/2020,18,0,18,0,0.0
China,19/07/2020,322,3,316,3,0.9316770186335404
China,19/07/2020,798,7,785,6,0.8771929824561403
China,19/07/2020,733,7,707,19,0.9549795361527967
China,19/07/2020,201,0,198,3,0.0
China,19/07/2020,602,3,592,7,0.4983388704318937
China,19/07/2020,203,3,195,5,1.477832512315271
China,19/07/2020,1,0,1,0,0.0
China,19/07/2020,123,3,73,47,2.4390243902439024
China,19/07/2020,188,2,184,2,1.0638297872340425
China,19/07/2020,1270,1,1267,2,0.07874015748031496
Colombia,19/07/2020,197278,6736,91793,98749,3.414470949624388
Congo (Brazzaville),19/07/2020,2633,49,626,1958,1.8609950626661602
Congo (Kinshasa),19/07/2020,8403,194,4335,3874,2.308699274068785
Costa Rica,19/07/2020,11114,62,2966,8086,0.5578549577109951
Cote d'Ivoire,19/07/2020,14119,92,8366,5661,0.651604221262129
Croatia,19/07/2020,4345,120,3018,1207,2.761795166858458
Cuba,19/07/2020,2446,87,2308,51,3.5568274734260017
Cyprus,19/07/2020,1038,19,845,174,1.8304431599229287
Czechia,19/07/2020,13945,359,8761,4825,2.5743994263176764
Denmark,19/07/2020,191,0,188,3,0.0
Greenland,19/07/2020,13,0,13,0,0.0
Denmark,19/07/2020,13173,611,12209,353,4.638275260001518
Djibouti,19/07/2020,5011,56,4838,117,1.1175414089004192
Dominican Republic,19/07/2020,52855,981,25094,26780,1.8560211900482453
Ecuador,19/07/2020,74013,5313,31901,36799,7.178468647399781
Egypt,19/07/2020,87775,4302,28380,55093,4.9011677584733695
El Salvador,19/07/2020,11846,335,6705,4806,2.8279588046598008
Equatorial Guinea,19/07/2020,3071,51,842,2178,1.660696841419733
Eritrea,19/07/2020,251,0,155,96,0.0
Estonia,19/07/2020,2021,69,1912,40,3.414151410192974
Eswatini,19/07/2020,1793,21,822,950,1.1712214166201895
Ethiopia,19/07/2020,9503,167,2430,6906,1.7573397874355468
Fiji,19/07/2020,27,0,18,9,0.0
Finland,19/07/2020,7335,328,6880,127,4.47171097477846
France,19/07/2020,6655,37,4272,2346,0.5559729526671675
France,19/07/2020,62,0,60,2,0.0
France,19/07/2020,195,14,172,9,7.179487179487179
France,19/07/2020,2782,37,2591,154,1.329978432782171
France,19/07/2020,22,0,21,1,0.0
France,19/07/2020,628,3,472,153,0.47770700636942676
France,19/07/2020,6,0,6,0,0.0
France,19/07/2020,46,3,39,4,6.521739130434782
France,19/07/2020,262,15,98,149,5.7251908396946565
France,19/07/2020,201281,30046,71639,99596,14.927390066623278
Gabon,19/07/2020,6315,46,3865,2404,0.728424386381631
Gambia,19/07/2020,93,4,49,40,4.301075268817205
Georgia,19/07/2020,1028,15,899,114,1.4591439688715953
Germany,19/07/2020,202735,9092,187400,6243,4.484672108910647
Ghana,19/07/2020,27667,148,23249,4270,0.5349333140564572
Greece,19/07/2020,4007,194,1374,2439,4.84152732717744
Guatemala,19/07/2020,38677,1485,23365,13827,3.8394911704630657
Guinea,19/07/2020,6544,39,5511,994,0.5959657701711492
Guyana,19/07/2020,336,19,163,154,5.654761904761905
Haiti,19/07/2020,7053,146,3877,3030,2.0700411172550686
Holy See,19/07/2020,12,0,12,0,0.0
Honduras,19/07/2020,33835,900,3801,29134,2.659967489286242
Hungary,19/07/2020,4333,596,3223,514,13.754904223401802
Iceland,19/07/2020,1839,10,1815,14,0.5437737901033171
India,19/07/2020,1118206,27497,700087,390622,2.4590281218308614
Indonesia,19/07/2020,86521,4143,45401,36977,4.788432866009408
Iran,19/07/2020,273788,14188,237788,21812,5.182111706868088
Iraq,19/07/2020,92530,3781,60528,28221,4.086242299794661
Ireland,19/07/2020,25760,1753,23364,643,6.805124223602485
Israel,19/07/2020,50289,409,21675,28205,0.8132991310226888
Italy,19/07/2020,244434,35045,196949,12440,14.337203498694945
Jamaica,19/07/2020,790,10,693,87,1.2658227848101267
Japan,19/07/2020,25446,986,19211,5249,3.874872278550656
Jordan,19/07/2020,1218,11,1024,183,0.9031198686371099
Kazakhstan,19/07/2020,71838,375,43029,28434,0.522007850998079
Kenya,19/07/2020,13353,234,5122,7997,1.7524151875982927
South Korea,19/07/2020,13771,296,12572,903,2.149444484786871
Kuwait,19/07/2020,59204,408,49687,9109,0.6891426254982772
Kyrgyzstan,19/07/2020,27143,1037,13109,12997,3.8205062078620635
Latvia,19/07/2020,1192,31,1022,139,2.6006711409395975
Lebanon,19/07/2020,2859,40,1515,1304,1.3990905911157747
Liberia,19/07/2020,1091,70,534,487,6.416131989000917
Liechtenstein,19/07/2020,86,1,83,2,1.1627906976744187
Lithuania,19/07/2020,1932,80,1600,252,4.140786749482402
Luxembourg,19/07/2020,5605,111,4333,1161,1.9803746654772525
Madagascar,19/07/2020,7049,59,3498,3492,0.8369981557667754
Malaysia,19/07/2020,8779,123,8553,103,1.4010707369859894
Maldives,19/07/2020,2966,15,2362,589,0.5057316250842886
Malta,19/07/2020,677,9,662,6,1.329394387001477
Mauritania,19/07/2020,5873,155,3436,2282,2.6391963221522223
Mauritius,19/07/2020,343,10,331,2,2.9154518950437316
Mexico,19/07/2020,344224,39184,254941,50099,11.38328530259366
Moldova,19/07/2020,20980,684,14376,5920,3.260247855100095
Monaco,19/07/2020,109,4,98,7,3.669724770642202
Mongolia,19/07/2020,287,0,213,74,0.0
Montenegro,19/07/2020,2188,32,385,1771,1.4625228519195612
Morocco,19/07/2020,17236,273,14921,2042,1.5838941749825945
Namibia,19/07/2020,1247,3,35,1209,0.24057738572574178
Nepal,19/07/2020,17658,40,11695,5923,0.22652622041001244
Netherlands,19/07/2020,113,3,100,10,2.6548672566371683
Netherlands,19/07/2020,28,1,24,3,3.571428571428571
Netherlands,19/07/2020,79,15,63,1,18.9873417721519
New Zealand,19/07/2020,1554,22,1506,26,1.4157014157014158
Nicaragua,19/07/2020,3147,99,2282,766,3.145853193517636
Niger,19/07/2020,1104,69,1014,21,6.25
Nigeria,19/07/2020,36663,789,15105,20769,2.1520333851566975
North Macedonia,19/07/2020,9153,422,4810,3921,4.610510215229979
Norway,19/07/2020,9028,255,8138,635,2.8245458573327427
Oman,19/07/2020,66661,318,44004,22339,0.477040548446618
Pakistan,19/07/2020,265083,5599,205929,53555,2.1121686415198258
Panama,19/07/2020,53468,1096,28482,23890,2.0498241939103763
Papua New Guinea,19/07/2020,16,0,8,8,0.0
Paraguay,19/07/2020,3721,31,1918,1772,0.8331093791991401
Peru,19/07/2020,353590,13187,241955,98448,3.7294606747928394
Philippines,19/07/2020,67456,1831,22465,43160,2.714361954459203
Poland,19/07/2020,40104,1624,30292,8188,4.049471374426491
Portugal,19/07/2020,48636,1689,33369,13578,3.47273624475697
Qatar,19/07/2020,106648,157,103377,3114,0.14721326232090615
Romania,19/07/2020,37458,2026,22617,12815,5.408724438037268
Russia,19/07/2020,770311,12323,549387,208601,1.5997434802307122
Rwanda,19/07/2020,1582,5,834,743,0.31605562579013907
Saint Lucia,19/07/2020,23,0,19,4,0.0
Saint Vincent and the Grenadines,19/07/2020,44,0,29,15,0.0
San Marino,19/07/2020,699,42,656,1,6.008583690987124
Saudi Arabia,19/07/2020,250920,2486,197735,50699,0.9907540251873107
Senegal,19/07/2020,8810,167,5948,2695,1.8955732122587967
Serbia,19/07/2020,20894,472,15564,4858,2.25902172872595
Seychelles,19/07/2020,108,0,27,81,0.0
Singapore,19/07/2020,47912,27,44086,3799,0.05635331440975121
Slovakia,19/07/2020,1979,28,1530,421,1.414855987872663
Slovenia,19/07/2020,1946,112,1568,266,5.755395683453238
Somalia,19/07/2020,3119,93,1457,1569,2.9817249118307148
South Africa,19/07/2020,364328,5033,191059,168236,1.3814474868799542
Spain,19/07/2020,260255,28420,150376,81459,10.920059172734433
Sri Lanka,19/07/2020,2724,11,2035,678,0.4038179148311307
Sudan,19/07/2020,10992,693,5707,4592,6.3045851528384285
Suriname,19/07/2020,1029,21,627,381,2.0408163265306123
Switzerland,19/07/2020,33591,1969,30300,1322,5.861689142925188
Taiwan*,19/07/2020,451,7,440,4,1.5521064301552108
Tanzania,19/07/2020,509,21,183,305,4.12573673870334
Thailand,19/07/2020,3250,58,3096,96,1.7846153846153845
Togo,19/07/2020,778,15,551,212,1.9280205655526992
Trinidad and Tobago,19/07/2020,137,8,124,5,5.839416058394161
Tunisia,19/07/2020,1374,50,1097,227,3.6390101892285296
Turkey,19/07/2020,219641,5491,202010,12140,2.4999886177899393
Uganda,19/07/2020,1065,0,1023,42,0.0
Ukraine,19/07/2020,60077,1504,31836,26737,2.503453900827272
United Arab Emirates,19/07/2020,56922,339,49269,7314,0.5955518077369031
United Kingdom,19/07/2020,153,9,137,7,5.88235294117647
United Kingdom,19/07/2020,203,1,200,2,0.49261083743842365
United Kingdom,19/07/2020,583,47,529,7,8.061749571183533
United Kingdom,19/07/2020,180,0,180,0,0.0
United Kingdom,19/07/2020,336,24,312,0,7.142857142857142
United Kingdom,19/07/2020,12,1,10,1,8.333333333333332
Uruguay,19/07/2020,1054,33,922,99,3.130929791271347
US,19/07/2020,3773260,140534,1131121,2501605,3.724471677011391
Uzbekistan,19/07/2020,16752,87,9279,7386,0.5193409742120344
Venezuela,19/07/2020,11891,112,3972,7807,0.9418888234799428
Vietnam,19/07/2020,383,0,357,26,0.0
Zambia,19/07/2020,2980,120,1462,1398,4.026845637583892
Zimbabwe,19/07/2020,1611,25,472,1114,1.5518311607697082
Dominica,19/07/2020,18,0,18,0,0.0
Grenada,19/07/2020,23,0,23,0,0.0
Belize,19/07/2020,40,2,22,16,5.0
Laos,19/07/2020,19,0,19,0,0.0
Libya,19/07/2020,1866,48,418,1400,2.572347266881029
West Bank and Gaza,19/07/2020,8549,62,1921,6566,0.725231021172067
Guinea-Bissau,19/07/2020,1949,26,803,1120,1.3340174448435094
Mali,19/07/2020,2475,121,1828,526,4.888888888888889
Saint Kitts and Nevis,19/07/2020,17,0,15,2,0.0
Kosovo,19/07/2020,5735,135,2968,2632,2.353966870095902
Burma,19/07/2020,341,6,276,59,1.7595307917888565
United Kingdom,19/07/2020,3,0,3,0,0.0
United Kingdom,19/07/2020,8,1,7,0,12.5
United Kingdom,19/07/2020,75,2,22,51,2.666666666666667
Botswana,19/07/2020,522,1,48,473,0.19157088122605362
Burundi,19/07/2020,310,1,207,102,0.3225806451612903
Sierra Leone,19/07/2020,1711,65,1237,409,3.798947983635301
Malawi,19/07/2020,2907,59,1135,1713,2.0295837633298937
United Kingdom,19/07/2020,13,0,13,0,0.0
France,19/07/2020,4,0,1,3,0.0
South Sudan,19/07/2020,2200,43,1175,982,1.9545454545454546
Western Sahara,19/07/2020,10,1,8,1,10.0
