Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Israel,31.046051,34.851612,25/07/2020,60678,457,26917,33304,Europe
,Italy,41.87194,12.56738,25/07/2020,245864,35102,198320,12442,Europe
,Jamaica,18.1096,-77.2975,25/07/2020,837,10,711,116,Americas
,Japan,36.204824,138.252924,25/07/2020,29684,996,21464,7224,Western Pacific
,Jordan,31.24,36.51,25/07/2020,1154,11,1036,107,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,25/07/2020,81720,585,51823,29312,Europe
,Kenya,-0.0236,37.9062,25/07/2020,16643,278,7574,8791,Africa
,South Korea,35.907757,127.766922,25/07/2020,14150,298,12890,962,Western Pacific
,Kuwait,29.31166,47.481766,25/07/2020,63309,429,53607,9273,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,25/07/2020,32124,1249,19203,11672,Europe
,Latvia,56.8796,24.6032,25/07/2020,1206,31,1045,130,Europe
,Lebanon,33.8547,35.8623,25/07/2020,3582,47,1671,1864,Eastern Mediterranean
,Liberia,6.428055,-9.429499,25/07/2020,1155,71,631,453,Africa
,Liechtenstein,47.14,9.55,25/07/2020,86,1,81,4,Europe
,Lithuania,55.1694,23.8813,25/07/2020,2001,80,1616,305,Europe
,Luxembourg,49.8153,6.1296,25/07/2020,6189,112,4647,1430,Europe
,Madagascar,-18.766947,46.869107,25/07/2020,8866,78,5579,3209,Africa
,Malaysia,4.210484,101.975766,25/07/2020,8884,123,8594,167,Western Pacific
,Maldives,3.2028,73.2207,25/07/2020,3252,15,2498,739,South-East Asia
,Malta,35.9375,14.3754,25/07/2020,686,9,665,12,Europe
,Mauritania,21.0079,-10.9408,25/07/2020,6151,156,4299,1696,Africa
,Mauritius,-20.348404,57.552152,25/07/2020,344,10,332,2,Africa
,Mexico,23.6345,-102.5528,25/07/2020,385036,42645,288819,53572,Americas
,Moldova,47.4116,28.3699,25/07/2020,22828,732,15608,6488,Europe
,Monaco,43.7333,7.4167,25/07/2020,116,4,104,8,Europe
,Mongolia,46.8625,103.8467,25/07/2020,288,0,218,70,Western Pacific
,Montenegro,42.708678,19.37439,25/07/2020,2747,43,664,2040,Europe
,Morocco,31.7917,-7.0926,25/07/2020,19645,305,16282,3058,Eastern Mediterranean
,Namibia,-22.9576,18.4904,25/07/2020,1687,7,72,1608,Africa
,Nepal,28.1667,84.25,25/07/2020,18483,45,13053,5385,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,25/07/2020,119,3,102,14,Europe
Curacao,Netherlands,12.1696,-68.99,25/07/2020,29,1,24,4,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,25/07/2020,93,15,63,15,Europe
,Netherlands,52.1326,5.2913,25/07/2020,52732,6140,0,46592,Europe
,New Zealand,-40.9006,174.886,25/07/2020,1556,22,1513,21,Western Pacific
,Nicaragua,12.865416,-85.207229,25/07/2020,3439,108,2492,839,Americas
,Niger,17.607789,8.081666,25/07/2020,1124,69,1025,30,Africa
,Nigeria,9.082,8.6753,25/07/2020,39977,856,16948,22173,Africa
,North Macedonia,41.6086,21.7453,25/07/2020,9934,460,5357,4117,Europe
,Norway,60.472,8.4689,25/07/2020,9111,255,8674,182,Europe
,Oman,21.512583,55.923255,25/07/2020,74858,371,54061,20426,Eastern Mediterranean
,Pakistan,30.3753,69.3451,25/07/2020,273113,5822,237434,29857,Eastern Mediterranean
,Panama,8.538,-80.7821,25/07/2020,58864,1275,33428,24161,Americas
,Papua New Guinea,-6.314993,143.95555,25/07/2020,39,0,11,28,Western Pacific
,Paraguay,-23.4425,-58.4438,25/07/2020,4328,40,2679,1609,Americas
,Peru,-9.19,-75.0152,25/07/2020,375961,17843,259423,98695,Americas
,Philippines,12.879721,121.774017,25/07/2020,78412,1897,25752,50763,Western Pacific
,Poland,51.9194,19.1451,25/07/2020,42622,1664,32419,8539,Europe
,Portugal,39.3999,-8.2245,25/07/2020,49955,1716,35010,13229,Europe
,Qatar,25.3548,51.1839,25/07/2020,109036,164,105750,3122,Eastern Mediterranean
,Romania,45.9432,24.9668,25/07/2020,43678,2165,25373,16140,Europe
,Russia,61.52401,105.318756,25/07/2020,805332,13172,596064,196096,Europe
,Rwanda,-1.9403,29.8739,25/07/2020,1752,5,907,840,Africa
,Saint Lucia,13.9094,-60.9789,25/07/2020,24,0,22,2,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,25/07/2020,52,0,39,13,Americas
,San Marino,43.9424,12.4578,25/07/2020,699,42,657,0,Europe
,Saudi Arabia,23.885942,45.079162,25/07/2020,264973,2703,217782,44488,Eastern Mediterranean
,Senegal,14.4974,-14.4524,25/07/2020,9552,187,6364,3001,Africa
,Serbia,44.0165,21.0059,25/07/2020,22852,518,0,22334,Europe
,Seychelles,-4.6796,55.492,25/07/2020,114,0,39,75,Africa
,Singapore,1.2833,103.8333,25/07/2020,49888,27,45352,4509,Western Pacific
,Slovakia,48.669,19.699,25/07/2020,2141,28,1577,536,Europe
,Slovenia,46.1512,14.9955,25/07/2020,2066,116,1678,272,Europe
,Somalia,5.152149,46.199616,25/07/2020,3178,93,1521,1564,Eastern Mediterranean
,South Africa,-30.5595,22.9375,25/07/2020,434200,6655,263054,164491,Africa
,Spain,40.463667,-3.74922,25/07/2020,272421,28432,150376,93613,Europe
,Sri Lanka,7.873054,80.771797,25/07/2020,2770,11,2103,656,South-East Asia
,Sudan,12.8628,30.2176,25/07/2020,11385,717,5890,4778,Eastern Mediterranean
,Suriname,3.9193,-56.0278,25/07/2020,1381,23,853,505,Americas
,Sweden,60.128161,18.643501,25/07/2020,78997,5697,0,73300,Europe
,Switzerland,46.8182,8.2275,25/07/2020,34302,1977,30500,1825,Europe
,Taiwan*,23.7,121,25/07/2020,458,7,440,11,Western Pacific
,Tanzania,-6.369028,34.888822,25/07/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,25/07/2020,3282,58,3109,115,South-East Asia
,Togo,8.6195,0.8248,25/07/2020,853,17,587,249,Africa
,Trinidad and Tobago,10.6918,-61.2225,25/07/2020,147,8,128,11,Americas
,Tunisia,33.886917,9.537499,25/07/2020,1443,50,1133,260,Eastern Mediterranean
,Turkey,38.9637,35.2433,25/07/2020,225173,5596,208477,11100,Europe
,Uganda,1.373333,32.290275,25/07/2020,1103,1,982,120,Africa
,Ukraine,48.3794,31.1656,25/07/2020,65317,1610,36573,27134,Europe
,United Arab Emirates,23.424076,53.847818,25/07/2020,58562,343,51628,6591,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,25/07/2020,153,9,139,5,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,25/07/2020,203,1,202,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,25/07/2020,584,47,533,4,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,25/07/2020,185,0,180,5,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,25/07/2020,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,25/07/2020,12,1,10,1,Europe
,United Kingdom,55.3781,-3.436,25/07/2020,298681,45738,0,252943,Europe
,Uruguay,-32.5228,-55.7658,25/07/2020,1174,34,947,193,Americas
,US,40,-100,25/07/2020,4178970,146465,1279414,2753091,Americas
,Uzbekistan,41.377491,64.585262,25/07/2020,19952,111,10831,9010,Europe
,Venezuela,6.4238,-66.5897,25/07/2020,14929,138,8795,5996,Americas
,Vietnam,14.058324,108.277199,25/07/2020,417,0,365,52,Western Pacific
,Zambia,-13.133897,27.849332,25/07/2020,4328,139,1953,2236,Africa
,Zimbabwe,-19.015438,29.154857,25/07/2020,2434,34,518,1882,Africa
,Dominica,15.415,-61.371,25/07/2020,18,0,18,0,Americas
,Grenada,12.1165,-61.679,25/07/2020,23,0,23,0,Americas
,Mozambique,-18.665695,35.529562,25/07/2020,1616,11,0,1605,Africa
,Syria,34.802075,38.996815,25/07/2020,627,36,0,591,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,25/07/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,25/07/2020,48,2,26,20,Americas
,Laos,19.85627,102.495496,25/07/2020,20,0,19,1,Western Pacific
,Libya,26.3351,17.228331,25/07/2020,2547,58,510,1979,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,25/07/2020,10306,75,3282,6949,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,25/07/2020,1954,26,803,1125,Africa
,Mali,17.570692,-3.996166,25/07/2020,2503,123,1907,473,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,25/07/2020,17,0,15,2,Americas
Northwest Territories,Canada,64.8255,-124.8457,25/07/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,25/07/2020,14,0,0,14,Americas
,Kosovo,42.602636,20.902977,25/07/2020,6917,169,3753,2995,Europe
,Burma,21.9162,95.956,25/07/2020,348,6,288,54,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,25/07/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,25/07/2020,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,25/07/2020,92,2,28,62,Europe
,Botswana,-22.3285,24.6849,25/07/2020,686,1,52,633,Africa
,Burundi,-3.3731,29.9189,25/07/2020,361,1,279,81,Africa
,Sierra Leone,8.460555,-11.779889,25/07/2020,1768,66,1297,405,Africa
,Malawi,-13.2543,34.3015,25/07/2020,3453,87,1373,1993,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,25/07/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,25/07/2020,4,0,1,3,Europe
,South Sudan,6.877,31.307,25/07/2020,2258,45,1175,1038,Africa
,Western Sahara,24.2155,-12.8858,25/07/2020,10,1,8,1,Africa
,Sao Tome and Principe,0.1864,6.6131,25/07/2020,862,14,662,186,Africa
,Yemen,15.552727,48.516388,25/07/2020,1674,474,780,420,Eastern Mediterranean
,Comoros,-11.6455,43.3333,25/07/2020,340,7,324,9,Africa
,Tajikistan,38.861,71.2761,25/07/2020,7150,59,5906,1185,Europe
,Lesotho,-29.61,28.2336,25/07/2020,419,9,69,341,Africa
,Afghanistan,33.93911,67.709953,26/07/2020,36157,1259,25180,9718,Eastern Mediterranean
,Albania,41.1533,20.1683,26/07/2020,4763,138,2682,1943,Europe
,Algeria,28.0339,1.6596,26/07/2020,27357,1155,18088,8114,Africa
,Andorra,42.5063,1.5218,26/07/2020,897,52,803,42,Europe
,Angola,-11.2027,17.8739,26/07/2020,932,40,242,650,Africa
,Antigua and Barbuda,17.0608,-61.7964,26/07/2020,82,3,60,19,Americas
,Argentina,-38.4161,-63.6167,26/07/2020,162526,2939,70518,89069,Americas
,Armenia,40.0691,45.0382,26/07/2020,37317,705,26478,10134,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,26/07/2020,113,3,109,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,26/07/2020,3685,49,2989,647,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,26/07/2020,31,0,30,1,Western Pacific
Queensland,Australia,-27.4698,153.0251,26/07/2020,1076,6,1063,7,Western Pacific
South Australia,Australia,-34.9285,138.6007,26/07/2020,447,4,441,2,Western Pacific
Tasmania,Australia,-42.8821,147.3272,26/07/2020,229,13,215,1,Western Pacific
Victoria,Australia,-37.8136,144.9631,26/07/2020,8696,77,3680,4939,Western Pacific
Western Australia,Australia,-31.9505,115.8605,26/07/2020,658,9,647,2,Western Pacific
,Austria,47.5162,14.5501,26/07/2020,20472,712,18209,1551,Europe
,Azerbaijan,40.1431,47.5769,26/07/2020,30050,417,22684,6949,Europe
,Bahamas,25.025885,-78.035889,26/07/2020,342,11,91,240,Americas
,Bahrain,26.0275,50.55,26/07/2020,39131,140,35689,3302,Eastern Mediterranean
,Bangladesh,23.685,90.3563,26/07/2020,223453,2928,123882,96643,South-East Asia
,Barbados,13.1939,-59.5432,26/07/2020,110,7,94,9,Americas
,Belarus,53.7098,27.9534,26/07/2020,67132,534,60425,6173,Europe
,Belgium,50.8333,4.469936,26/07/2020,66026,9821,17438,38767,Europe
,Benin,9.3077,2.3158,26/07/2020,1770,35,1036,699,Africa
,Bhutan,27.5142,90.4336,26/07/2020,95,0,85,10,South-East Asia
,Bolivia,-16.2902,-63.5887,26/07/2020,69429,2583,21169,45677,Americas
,Bosnia and Herzegovina,43.9159,17.6791,26/07/2020,9767,280,4555,4932,Europe
,Brazil,-14.235,-51.9253,26/07/2020,2419091,87004,1812913,519174,Americas
,Brunei,4.5353,114.7277,26/07/2020,141,3,138,0,Western Pacific
,Bulgaria,42.7339,25.4858,26/07/2020,10427,340,5355,4732,Europe
,Burkina Faso,12.2383,-1.5616,26/07/2020,1086,53,920,113,Africa
,Cabo Verde,16.5388,-23.0418,26/07/2020,2307,22,1447,838,Africa
,Cambodia,11.55,104.9167,26/07/2020,225,0,143,82,Western Pacific
,Cameroon,3.848,11.5021,26/07/2020,16708,385,14539,1784,Africa
Alberta,Canada,53.9333,-116.5765,26/07/2020,10086,178,0,9908,Americas
British Columbia,Canada,53.7267,-127.6476,26/07/2020,3419,191,0,3228,Americas
Manitoba,Canada,53.7609,-98.8139,26/07/2020,394,7,0,387,Americas
New Brunswick,Canada,46.5653,-66.4619,26/07/2020,170,2,0,168,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,26/07/2020,266,3,0,263,Americas
Nova Scotia,Canada,44.682,-63.7443,26/07/2020,1067,63,0,1004,Americas
Ontario,Canada,51.2538,-85.3232,26/07/2020,40558,2806,0,37752,Americas
Prince Edward Island,Canada,46.5107,-63.4168,26/07/2020,36,0,0,36,Americas
Quebec,Canada,52.9399,-73.5491,26/07/2020,58583,5667,0,52916,Americas
Saskatchewan,Canada,52.9399,-106.4509,26/07/2020,1178,16,0,1162,Americas
,Central African Republic,6.6111,20.9394,26/07/2020,4599,59,1546,2994,Africa
,Chad,15.4542,18.7322,26/07/2020,915,75,810,30,Africa
,Chile,-35.6751,-71.543,26/07/2020,345790,9112,318095,18583,Americas
Anhui,China,31.8257,117.2264,26/07/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,26/07/2020,929,9,881,39,Western Pacific
Chongqing,China,30.0572,107.874,26/07/2020,583,6,576,1,Western Pacific
Fujian,China,26.0789,117.9874,26/07/2020,366,1,361,4,Western Pacific
Gansu,China,35.7518,104.2861,26/07/2020,167,2,165,0,Western Pacific
Guangdong,China,23.3417,113.4244,26/07/2020,1672,8,1645,19,Western Pacific
Guangxi,China,23.8298,108.7881,26/07/2020,255,2,253,0,Western Pacific
Guizhou,China,26.8154,106.8748,26/07/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,26/07/2020,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,26/07/2020,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,26/07/2020,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,26/07/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,26/07/2020,2633,18,1495,1120,Western Pacific
Hubei,China,30.9756,112.2707,26/07/2020,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,26/07/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,26/07/2020,258,1,244,13,Western Pacific
Jiangsu,China,32.9711,119.455,26/07/2020,655,0,654,1,Western Pacific
Jiangxi,China,27.614,115.7221,26/07/2020,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,26/07/2020,157,2,153,2,Western Pacific
Liaoning,China,41.2956,122.6085,26/07/2020,203,2,160,41,Western Pacific
Macau,China,22.1667,113.55,26/07/2020,46,0,46,0,Western Pacific
Ningxia,China,37.2692,106.1655,26/07/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,26/07/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,26/07/2020,323,3,318,2,Western Pacific
Shandong,China,36.3427,118.1498,26/07/2020,799,7,785,7,Western Pacific
Shanghai,China,31.202,121.4491,26/07/2020,741,7,717,17,Western Pacific
Shanxi,China,37.5777,112.2922,26/07/2020,201,0,201,0,Western Pacific
Sichuan,China,30.6171,102.7103,26/07/2020,604,3,594,7,Western Pacific
Tianjin,China,39.3054,117.323,26/07/2020,204,3,195,6,Western Pacific
Tibet,China,31.6927,88.0924,26/07/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,26/07/2020,254,3,73,178,Western Pacific
Yunnan,China,24.974,101.487,26/07/2020,189,2,186,1,Western Pacific
Zhejiang,China,29.1832,120.0934,26/07/2020,1270,1,1268,1,Western Pacific
,Colombia,4.5709,-74.2973,26/07/2020,240795,8269,119667,112859,Americas
,Congo (Brazzaville),-0.228,15.8277,26/07/2020,3038,51,756,2231,Africa
,Congo (Kinshasa),-4.0383,21.7587,26/07/2020,8831,204,5510,3117,Africa
,Costa Rica,9.7489,-83.7534,26/07/2020,15229,104,3736,11389,Americas
,Cote d'Ivoire,7.54,-5.5471,26/07/2020,15596,96,10178,5322,Africa
,Croatia,45.1,15.2,26/07/2020,4857,136,3866,855,Europe
,Cuba,21.521757,-77.781167,26/07/2020,2495,87,2349,59,Americas
,Cyprus,35.1264,33.4299,26/07/2020,1057,19,852,186,Europe
,Czechia,49.8175,15.473,26/07/2020,15324,371,11428,3525,Europe
Faroe Islands,Denmark,61.8926,-6.9118,26/07/2020,214,0,188,26,Europe
Greenland,Greenland,71.7069,-42.6043,26/07/2020,13,0,13,0,Europe
,Denmark,56.2639,9.5018,26/07/2020,13438,613,12340,485,Europe
,Djibouti,11.8251,42.5903,26/07/2020,5050,58,4966,26,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,26/07/2020,62908,1063,28603,33242,Americas
,Ecuador,-1.8312,-78.1834,26/07/2020,80694,5515,34896,40283,Americas
,Egypt,26.820553,30.802498,26/07/2020,92062,4606,33831,53625,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,26/07/2020,14630,400,7648,6582,Americas
,Equatorial Guinea,1.6508,10.2679,26/07/2020,3071,51,842,2178,Africa
,Eritrea,15.1794,39.7823,26/07/2020,263,0,189,74,Africa
,Estonia,58.5953,25.0136,26/07/2020,2034,69,1922,43,Europe
,Eswatini,-26.5225,31.4659,26/07/2020,2207,32,986,1189,Africa
,Ethiopia,9.145,40.4897,26/07/2020,13968,223,6216,7529,Africa
,Fiji,-17.7134,178.065,26/07/2020,27,0,18,9,Western Pacific
,Finland,61.92411,25.748151,26/07/2020,7393,329,6920,144,Europe
French Guiana,France,3.9339,-53.1258,26/07/2020,7332,41,5767,1524,Europe
French Polynesia,France,-17.6797,149.4068,26/07/2020,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,26/07/2020,203,14,176,13,Europe
Mayotte,France,-12.8275,45.166244,26/07/2020,2862,38,2650,174,Europe
New Caledonia,France,-20.904305,165.618042,26/07/2020,22,0,22,0,Europe
Reunion,France,-21.1151,55.5364,26/07/2020,657,3,558,96,Europe
Saint Barthelemy,France,17.9,-62.8333,26/07/2020,7,0,6,1,Europe
St Martin,France,18.0708,-63.0501,26/07/2020,49,3,41,5,Europe
Martinique,France,14.6415,-61.0242,26/07/2020,269,15,98,156,Europe
,France,46.2276,2.2137,26/07/2020,206334,30081,71566,104687,Europe
,Gabon,-0.8037,11.6094,26/07/2020,6984,49,4463,2472,Africa
,Gambia,13.4432,-15.3101,26/07/2020,277,6,60,211,Africa
,Georgia,42.3154,43.3569,26/07/2020,1131,16,920,195,Europe
,Germany,51.165691,10.451526,26/07/2020,206667,9124,190055,7488,Europe
,Ghana,7.9465,-1.0232,26/07/2020,32969,168,29494,3307,Africa
,Greece,39.0742,21.8243,26/07/2020,4193,202,1374,2617,Europe
,Guatemala,15.7835,-90.2308,26/07/2020,45053,1734,31612,11707,Americas
,Guinea,9.9456,-9.6966,26/07/2020,7008,43,6152,813,Africa
,Guyana,4.860416,-58.93018,26/07/2020,370,20,181,169,Americas
,Haiti,18.9712,-72.2852,26/07/2020,7315,157,4365,2793,Americas
,Holy See,41.9029,12.4534,26/07/2020,12,0,12,0,Europe
,Honduras,15.2,-86.2419,26/07/2020,39276,1116,4922,33238,Americas
,Hungary,47.1625,19.5033,26/07/2020,4435,596,3329,510,Europe
,Iceland,64.9631,-19.0208,26/07/2020,1847,10,1823,14,Europe
,India,20.593684,78.96288,26/07/2020,1435616,32771,917568,485277,South-East Asia
,Indonesia,-0.7893,113.9213,26/07/2020,98778,4781,56655,37342,South-East Asia
,Iran,32.427908,53.688046,26/07/2020,291172,15700,253213,22259,Eastern Mediterranean
,Iraq,33.223191,43.679291,26/07/2020,110032,4362,75217,30453,Eastern Mediterranean
,Ireland,53.1424,-7.6921,26/07/2020,25881,1764,23364,753,Europe
,Israel,31.046051,34.851612,26/07/2020,61956,470,27025,34461,Europe
,Italy,41.87194,12.56738,26/07/2020,246118,35107,198446,12565,Europe
,Jamaica,18.1096,-77.2975,26/07/2020,842,10,714,118,Americas
,Japan,36.204824,138.252924,26/07/2020,30548,998,21606,7944,Western Pacific
,Jordan,31.24,36.51,26/07/2020,1168,11,1041,116,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,26/07/2020,83122,585,52571,29966,Europe
,Kenya,-0.0236,37.9062,26/07/2020,17603,280,7743,9580,Africa
,South Korea,35.907757,127.766922,26/07/2020,14175,299,12905,971,Western Pacific
,Kuwait,29.31166,47.481766,26/07/2020,63773,433,54373,8967,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,26/07/2020,32813,1277,20388,11148,Europe
,Latvia,56.8796,24.6032,26/07/2020,1219,31,1045,143,Europe
,Lebanon,33.8547,35.8623,26/07/2020,3750,51,1692,2007,Eastern Mediterranean
,Liberia,6.428055,-9.429499,26/07/2020,1162,72,641,449,Africa
,Liechtenstein,47.14,9.55,26/07/2020,86,1,81,4,Europe
,Lithuania,55.1694,23.8813,26/07/2020,2008,80,1616,312,Europe
,Luxembourg,49.8153,6.1296,26/07/2020,6272,112,4647,1513,Europe
,Madagascar,-18.766947,46.869107,26/07/2020,9295,85,5579,3631,Africa
,Malaysia,4.210484,101.975766,26/07/2020,8897,124,8600,173,Western Pacific
,Maldives,3.2028,73.2207,26/07/2020,3302,15,2528,759,South-East Asia
,Malta,35.9375,14.3754,26/07/2020,700,9,665,26,Europe
,Mauritania,21.0079,-10.9408,26/07/2020,6171,156,4430,1585,Africa
,Mauritius,-20.348404,57.552152,26/07/2020,344,10,332,2,Africa
,Mexico,23.6345,-102.5528,26/07/2020,390516,43680,295222,51614,Americas
,Moldova,47.4116,28.3699,26/07/2020,23034,735,15909,6390,Europe
,Monaco,43.7333,7.4167,26/07/2020,116,4,104,8,Europe
,Mongolia,46.8625,103.8467,26/07/2020,288,0,218,70,Western Pacific
,Montenegro,42.708678,19.37439,26/07/2020,2799,43,739,2017,Europe
,Morocco,31.7917,-7.0926,26/07/2020,20278,313,16438,3527,Eastern Mediterranean
,Namibia,-22.9576,18.4904,26/07/2020,1775,8,75,1692,Africa
,Nepal,28.1667,84.25,26/07/2020,18613,45,13128,5440,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,26/07/2020,119,3,102,14,Europe
Curacao,Netherlands,12.1696,-68.99,26/07/2020,29,1,24,4,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,26/07/2020,114,15,63,36,Europe
,Netherlands,52.1326,5.2913,26/07/2020,52732,6140,0,46592,Europe
,New Zealand,-40.9006,174.886,26/07/2020,1556,22,1513,21,Western Pacific
,Nicaragua,12.865416,-85.207229,26/07/2020,3439,108,2492,839,Americas
,Niger,17.607789,8.081666,26/07/2020,1136,69,1027,40,Africa
,Nigeria,9.082,8.6753,26/07/2020,40532,858,17374,22300,Africa
,North Macedonia,41.6086,21.7453,26/07/2020,10086,460,5427,4199,Europe
,Norway,60.472,8.4689,26/07/2020,9117,255,8752,110,Europe
,Oman,21.512583,55.923255,26/07/2020,76005,384,55299,20322,Eastern Mediterranean
,Pakistan,30.3753,69.3451,26/07/2020,273113,5822,237434,29857,Eastern Mediterranean
,Panama,8.538,-80.7821,26/07/2020,60296,1294,34131,24871,Americas
,Papua New Guinea,-6.314993,143.95555,26/07/2020,62,0,11,51,Western Pacific
,Paraguay,-23.4425,-58.4438,26/07/2020,4444,41,2794,1609,Americas
,Peru,-9.19,-75.0152,26/07/2020,375961,17843,267850,90268,Americas
,Philippines,12.879721,121.774017,26/07/2020,80448,1932,26110,52406,Western Pacific
,Poland,51.9194,19.1451,26/07/2020,43065,1671,32753,8641,Europe
,Portugal,39.3999,-8.2245,26/07/2020,50164,1717,35217,13230,Europe
,Qatar,25.3548,51.1839,26/07/2020,109305,165,106024,3116,Eastern Mediterranean
,Romania,45.9432,24.9668,26/07/2020,44798,2187,25643,16968,Europe
,Russia,61.52401,105.318756,26/07/2020,811073,13249,599172,198652,Europe
,Rwanda,-1.9403,29.8739,26/07/2020,1821,5,918,898,Africa
,Saint Lucia,13.9094,-60.9789,26/07/2020,24,0,22,2,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,26/07/2020,52,0,39,13,Americas
,San Marino,43.9424,12.4578,26/07/2020,699,42,657,0,Europe
,Saudi Arabia,23.885942,45.079162,26/07/2020,266941,2733,220323,43885,Eastern Mediterranean
,Senegal,14.4974,-14.4524,26/07/2020,9681,191,6409,3081,Africa
,Serbia,44.0165,21.0059,26/07/2020,23730,534,0,23196,Europe
,Seychelles,-4.6796,55.492,26/07/2020,114,0,39,75,Africa
,Singapore,1.2833,103.8333,26/07/2020,50369,27,45521,4821,Western Pacific
,Slovakia,48.669,19.699,26/07/2020,2179,28,1577,574,Europe
,Slovenia,46.1512,14.9955,26/07/2020,2082,116,1678,288,Europe
,Somalia,5.152149,46.199616,26/07/2020,3178,93,1521,1564,Eastern Mediterranean
,South Africa,-30.5595,22.9375,26/07/2020,445433,6769,265077,173587,Africa
,Spain,40.463667,-3.74922,26/07/2020,272421,28432,150376,93613,Europe
,Sri Lanka,7.873054,80.771797,26/07/2020,2782,11,2106,665,South-East Asia
,Sudan,12.8628,30.2176,26/07/2020,11385,717,5890,4778,Eastern Mediterranean
,Suriname,3.9193,-56.0278,26/07/2020,1439,23,890,526,Americas
,Sweden,60.128161,18.643501,26/07/2020,78997,5697,0,73300,Europe
,Switzerland,46.8182,8.2275,26/07/2020,34412,1977,30700,1735,Europe
,Taiwan*,23.7,121,26/07/2020,458,7,440,11,Western Pacific
,Tanzania,-6.369028,34.888822,26/07/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,26/07/2020,3291,58,3109,124,South-East Asia
,Togo,8.6195,0.8248,26/07/2020,868,18,599,251,Africa
,Trinidad and Tobago,10.6918,-61.2225,26/07/2020,147,8,128,11,Americas
,Tunisia,33.886917,9.537499,26/07/2020,1452,50,1142,260,Eastern Mediterranean
,Turkey,38.9637,35.2433,26/07/2020,226100,5613,209487,11000,Europe
,Uganda,1.373333,32.290275,26/07/2020,1115,2,982,131,Africa
,Ukraine,48.3794,31.1656,26/07/2020,66261,1625,36885,27751,Europe
,United Arab Emirates,23.424076,53.847818,26/07/2020,58913,344,52182,6387,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,26/07/2020,153,9,139,5,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,26/07/2020,203,1,202,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,26/07/2020,584,47,533,4,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,26/07/2020,185,0,180,5,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,26/07/2020,336,24,312,0,Europe
