Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Chad,15.4542,18.7322,24/07/2020,915,75,805,35,Africa
,Chile,-35.6751,-71.543,24/07/2020,341304,8914,313696,18694,Americas
Anhui,China,31.8257,117.2264,24/07/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,24/07/2020,929,9,867,53,Western Pacific
Chongqing,China,30.0572,107.874,24/07/2020,583,6,576,1,Western Pacific
Fujian,China,26.0789,117.9874,24/07/2020,364,1,361,2,Western Pacific
Gansu,China,35.7518,104.2861,24/07/2020,167,2,165,0,Western Pacific
Guangdong,China,23.3417,113.4244,24/07/2020,1669,8,1641,20,Western Pacific
Guangxi,China,23.8298,108.7881,24/07/2020,255,2,253,0,Western Pacific
Guizhou,China,26.8154,106.8748,24/07/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,24/07/2020,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,24/07/2020,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,24/07/2020,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,24/07/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,24/07/2020,2372,16,1407,949,Western Pacific
Hubei,China,30.9756,112.2707,24/07/2020,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,24/07/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,24/07/2020,251,1,241,9,Western Pacific
Jiangsu,China,32.9711,119.455,24/07/2020,655,0,654,1,Western Pacific
Jiangxi,China,27.614,115.7221,24/07/2020,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,24/07/2020,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,24/07/2020,176,2,159,15,Western Pacific
Macau,China,22.1667,113.55,24/07/2020,46,0,46,0,Western Pacific
Ningxia,China,37.2692,106.1655,24/07/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,24/07/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,24/07/2020,323,3,317,3,Western Pacific
Shandong,China,36.3427,118.1498,24/07/2020,798,7,785,6,Western Pacific
Shanghai,China,31.202,121.4491,24/07/2020,741,7,712,22,Western Pacific
Shanxi,China,37.5777,112.2922,24/07/2020,201,0,201,0,Western Pacific
Sichuan,China,30.6171,102.7103,24/07/2020,603,3,594,6,Western Pacific
Tianjin,China,39.3054,117.323,24/07/2020,203,3,195,5,Western Pacific
Tibet,China,31.6927,88.0924,24/07/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,24/07/2020,191,3,73,115,Western Pacific
Yunnan,China,24.974,101.487,24/07/2020,189,2,186,1,Western Pacific
Zhejiang,China,29.1832,120.0934,24/07/2020,1270,1,1267,2,Western Pacific
,Colombia,4.5709,-74.2973,24/07/2020,233541,7975,113864,111702,Americas
,Congo (Brazzaville),-0.228,15.8277,24/07/2020,3038,51,756,2231,Africa
,Congo (Kinshasa),-4.0383,21.7587,24/07/2020,8767,201,5109,3457,Africa
,Costa Rica,9.7489,-83.7534,24/07/2020,13669,87,3505,10077,Americas
,Cote d'Ivoire,7.54,-5.5471,24/07/2020,15253,94,9499,5660,Africa
,Croatia,45.1,15.2,24/07/2020,4715,128,3555,1032,Europe
,Cuba,21.521757,-77.781167,24/07/2020,2469,87,2341,41,Americas
,Cyprus,35.1264,33.4299,24/07/2020,1047,19,847,181,Europe
,Czechia,49.8175,15.473,24/07/2020,15081,369,9422,5290,Europe
Faroe Islands,Denmark,61.8926,-6.9118,24/07/2020,191,0,188,3,Europe
Greenland,Greenland,71.7069,-42.6043,24/07/2020,13,0,13,0,Europe
,Denmark,56.2639,9.5018,24/07/2020,13438,613,12340,485,Europe
,Djibouti,11.8251,42.5903,24/07/2020,5039,58,4949,32,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,24/07/2020,59077,1036,27625,30416,Americas
,Ecuador,-1.8312,-78.1834,24/07/2020,79049,5468,34544,39037,Americas
,Egypt,26.820553,30.802498,24/07/2020,91072,4518,31970,54584,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,24/07/2020,13792,379,7415,5998,Americas
,Equatorial Guinea,1.6508,10.2679,24/07/2020,3071,51,842,2178,Africa
,Eritrea,15.1794,39.7823,24/07/2020,261,0,189,72,Africa
,Estonia,58.5953,25.0136,24/07/2020,2028,69,1915,44,Europe
,Eswatini,-26.5225,31.4659,24/07/2020,2073,28,929,1116,Africa
,Ethiopia,9.145,40.4897,24/07/2020,12693,200,5785,6708,Africa
,Fiji,-17.7134,178.065,24/07/2020,27,0,18,9,Western Pacific
,Finland,61.92411,25.748151,24/07/2020,7380,329,6920,131,Europe
French Guiana,France,3.9339,-53.1258,24/07/2020,7251,41,5522,1688,Europe
French Polynesia,France,-17.6797,149.4068,24/07/2020,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,24/07/2020,203,14,176,13,Europe
Mayotte,France,-12.8275,45.166244,24/07/2020,2862,38,2650,174,Europe
New Caledonia,France,-20.904305,165.618042,24/07/2020,22,0,22,0,Europe
Reunion,France,-21.1151,55.5364,24/07/2020,654,3,558,93,Europe
Saint Barthelemy,France,17.9,-62.8333,24/07/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,24/07/2020,46,3,39,4,Europe
Martinique,France,14.6415,-61.0242,24/07/2020,269,15,98,156,Europe
,France,46.2276,2.2137,24/07/2020,206418,30081,71811,104526,Europe
,Gabon,-0.8037,11.6094,24/07/2020,6984,49,4463,2472,Africa
,Gambia,13.4432,-15.3101,24/07/2020,216,6,60,150,Africa
,Georgia,42.3154,43.3569,24/07/2020,1104,16,912,176,Europe
,Germany,51.165691,10.451526,24/07/2020,205623,9120,189696,6807,Europe
,Ghana,7.9465,-1.0232,24/07/2020,31057,161,27801,3095,Africa
,Greece,39.0742,21.8243,24/07/2020,4135,201,1374,2560,Europe
,Guatemala,15.7835,-90.2308,24/07/2020,43283,1669,30150,11464,Americas
,Guinea,9.9456,-9.6966,24/07/2020,6867,42,6063,762,Africa
,Guyana,4.860416,-58.93018,24/07/2020,352,20,178,154,Americas
,Haiti,18.9712,-72.2852,24/07/2020,7260,156,4236,2868,Americas
,Holy See,41.9029,12.4534,24/07/2020,12,0,12,0,Europe
,Honduras,15.2,-86.2419,24/07/2020,37559,1061,4607,31891,Americas
,Hungary,47.1625,19.5033,24/07/2020,4398,596,3312,490,Europe
,Iceland,64.9631,-19.0208,24/07/2020,1843,10,1823,10,Europe
,India,20.593684,78.96288,24/07/2020,1337024,31358,849432,456234,South-East Asia
,Indonesia,-0.7893,113.9213,24/07/2020,95418,4665,53945,36808,South-East Asia
,Iran,32.427908,53.688046,24/07/2020,286523,15289,249212,22022,Eastern Mediterranean
,Iraq,33.223191,43.679291,24/07/2020,104711,4212,71268,29231,Eastern Mediterranean
,Ireland,53.1424,-7.6921,24/07/2020,25845,1763,23364,718,Europe
,Israel,31.046051,34.851612,24/07/2020,59475,448,26797,32230,Europe
,Italy,41.87194,12.56738,24/07/2020,245590,35097,198192,12301,Europe
,Jamaica,18.1096,-77.2975,24/07/2020,831,10,711,110,Americas
,Japan,36.204824,138.252924,24/07/2020,28883,994,21173,6716,Western Pacific
,Jordan,31.24,36.51,24/07/2020,1146,11,1035,100,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,24/07/2020,80226,585,51260,28381,Europe
,Kenya,-0.0236,37.9062,24/07/2020,16268,274,7446,8548,Africa
,South Korea,35.907757,127.766922,24/07/2020,14092,298,12866,928,Western Pacific
,Kuwait,29.31166,47.481766,24/07/2020,62625,425,52915,9285,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,24/07/2020,31247,1211,18038,11998,Europe
,Latvia,56.8796,24.6032,24/07/2020,1205,31,1045,129,Europe
,Lebanon,33.8547,35.8623,24/07/2020,3407,46,1666,1695,Eastern Mediterranean
,Liberia,6.428055,-9.429499,24/07/2020,1135,71,621,443,Africa
,Liechtenstein,47.14,9.55,24/07/2020,86,1,81,4,Europe
,Lithuania,55.1694,23.8813,24/07/2020,1986,80,1616,290,Europe
,Luxembourg,49.8153,6.1296,24/07/2020,6056,112,4647,1297,Europe
,Madagascar,-18.766947,46.869107,24/07/2020,8741,76,5522,3143,Africa
,Malaysia,4.210484,101.975766,24/07/2020,8861,123,8577,161,Western Pacific
,Maldives,3.2028,73.2207,24/07/2020,3175,15,2498,662,South-East Asia
,Malta,35.9375,14.3754,24/07/2020,686,9,665,12,Europe
,Mauritania,21.0079,-10.9408,24/07/2020,6116,156,4206,1754,Africa
,Mauritius,-20.348404,57.552152,24/07/2020,344,10,332,2,Africa
,Mexico,23.6345,-102.5528,24/07/2020,378285,42645,283382,52258,Americas
,Moldova,47.4116,28.3699,24/07/2020,22483,726,15407,6350,Europe
,Monaco,43.7333,7.4167,24/07/2020,116,4,100,12,Europe
,Mongolia,46.8625,103.8467,24/07/2020,288,0,218,70,Western Pacific
,Montenegro,42.708678,19.37439,24/07/2020,2665,43,643,1979,Europe
,Morocco,31.7917,-7.0926,24/07/2020,18834,299,16100,2435,Eastern Mediterranean
,Namibia,-22.9576,18.4904,24/07/2020,1618,7,72,1539,Africa
,Nepal,28.1667,84.25,24/07/2020,18374,44,12947,5383,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,24/07/2020,118,3,101,14,Europe
Curacao,Netherlands,12.1696,-68.99,24/07/2020,29,1,24,4,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,24/07/2020,84,15,63,6,Europe
,Netherlands,52.1326,5.2913,24/07/2020,52595,6139,0,46456,Europe
,New Zealand,-40.9006,174.886,24/07/2020,1556,22,1513,21,Western Pacific
,Nicaragua,12.865416,-85.207229,24/07/2020,3439,108,2492,839,Americas
,Niger,17.607789,8.081666,24/07/2020,1124,69,1024,31,Africa
,Nigeria,9.082,8.6753,24/07/2020,39539,845,16559,22135,Africa
,North Macedonia,41.6086,21.7453,24/07/2020,9797,451,5254,4092,Europe
,Norway,60.472,8.4689,24/07/2020,9092,255,8674,163,Europe
,Oman,21.512583,55.923255,24/07/2020,73791,359,53007,20425,Eastern Mediterranean
,Pakistan,30.3753,69.3451,24/07/2020,271887,5787,236596,29504,Eastern Mediterranean
,Panama,8.538,-80.7821,24/07/2020,57993,1250,32704,24039,Americas
,Papua New Guinea,-6.314993,143.95555,24/07/2020,32,0,11,21,Western Pacific
,Paraguay,-23.4425,-58.4438,24/07/2020,4224,38,2596,1590,Americas
,Peru,-9.19,-75.0152,24/07/2020,375961,17843,259423,98695,Americas
,Philippines,12.879721,121.774017,24/07/2020,76444,1879,24502,50063,Western Pacific
,Poland,51.9194,19.1451,24/07/2020,42038,1655,31997,8386,Europe
,Portugal,39.3999,-8.2245,24/07/2020,49692,1712,34687,13293,Europe
,Qatar,25.3548,51.1839,24/07/2020,108638,164,105420,3054,Eastern Mediterranean
,Romania,45.9432,24.9668,24/07/2020,42394,2150,25349,14895,Europe
,Russia,61.52401,105.318756,24/07/2020,799499,13026,587728,198745,Europe
,Rwanda,-1.9403,29.8739,24/07/2020,1729,5,900,824,Africa
,Saint Lucia,13.9094,-60.9789,24/07/2020,24,0,22,2,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,24/07/2020,52,0,39,13,Americas
,San Marino,43.9424,12.4578,24/07/2020,699,42,657,0,Europe
,Saudi Arabia,23.885942,45.079162,24/07/2020,262772,2672,215731,44369,Eastern Mediterranean
,Senegal,14.4974,-14.4524,24/07/2020,9422,182,6291,2949,Africa
,Serbia,44.0165,21.0059,24/07/2020,22852,518,0,22334,Europe
,Seychelles,-4.6796,55.492,24/07/2020,108,0,27,81,Africa
,Singapore,1.2833,103.8333,24/07/2020,49375,27,45172,4176,Western Pacific
,Slovakia,48.669,19.699,24/07/2020,2118,28,1577,513,Europe
,Slovenia,46.1512,14.9955,24/07/2020,2052,115,1678,259,Europe
,Somalia,5.152149,46.199616,24/07/2020,3171,93,1499,1579,Eastern Mediterranean
,South Africa,-30.5595,22.9375,24/07/2020,421996,6343,245771,169882,Africa
,Spain,40.463667,-3.74922,24/07/2020,272421,28432,150376,93613,Europe
,Sri Lanka,7.873054,80.771797,24/07/2020,2764,11,2094,659,South-East Asia
,Sudan,12.8628,30.2176,24/07/2020,11302,715,5855,4732,Eastern Mediterranean
,Suriname,3.9193,-56.0278,24/07/2020,1305,23,804,478,Americas
,Sweden,60.128161,18.643501,24/07/2020,78997,5697,0,73300,Europe
,Switzerland,46.8182,8.2275,24/07/2020,34154,1977,30500,1677,Europe
,Taiwan*,23.7,121,24/07/2020,458,7,440,11,Western Pacific
,Tanzania,-6.369028,34.888822,24/07/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,24/07/2020,3279,58,3107,114,South-East Asia
,Togo,8.6195,0.8248,24/07/2020,839,17,585,237,Africa
,Trinidad and Tobago,10.6918,-61.2225,24/07/2020,142,8,128,6,Americas
,Tunisia,33.886917,9.537499,24/07/2020,1425,50,1124,251,Eastern Mediterranean
,Turkey,38.9637,35.2433,24/07/2020,224252,5580,207374,11298,Europe
,Uganda,1.373333,32.290275,24/07/2020,1089,1,975,113,Africa
,Ukraine,48.3794,31.1656,24/07/2020,64173,1591,35932,26650,Europe
,United Arab Emirates,23.424076,53.847818,24/07/2020,58249,343,51235,6671,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,24/07/2020,153,9,139,5,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,24/07/2020,203,1,202,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,24/07/2020,584,47,533,4,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,24/07/2020,184,0,180,4,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,24/07/2020,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,24/07/2020,12,1,10,1,Europe
,United Kingdom,55.3781,-3.436,24/07/2020,297914,45677,0,252237,Europe
,Uruguay,-32.5228,-55.7658,24/07/2020,1166,34,946,186,Americas
,US,40,-100,24/07/2020,4112531,145560,1261624,2705347,Americas
,Uzbekistan,41.377491,64.585262,24/07/2020,19360,106,10472,8782,Europe
,Venezuela,6.4238,-66.5897,24/07/2020,14263,134,8127,6002,Americas
,Vietnam,14.058324,108.277199,24/07/2020,415,0,365,50,Western Pacific
,Zambia,-13.133897,27.849332,24/07/2020,3856,136,1677,2043,Africa
,Zimbabwe,-19.015438,29.154857,24/07/2020,2296,32,514,1750,Africa
,Dominica,15.415,-61.371,24/07/2020,18,0,18,0,Americas
,Grenada,12.1165,-61.679,24/07/2020,23,0,23,0,Americas
,Mozambique,-18.665695,35.529562,24/07/2020,1590,11,0,1579,Africa
,Syria,34.802075,38.996815,24/07/2020,608,35,0,573,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,24/07/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,24/07/2020,48,2,26,20,Americas
,Laos,19.85627,102.495496,24/07/2020,20,0,19,1,Western Pacific
,Libya,26.3351,17.228331,24/07/2020,2424,57,504,1863,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,24/07/2020,10093,70,2720,7303,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,24/07/2020,1954,26,803,1125,Africa
,Mali,17.570692,-3.996166,24/07/2020,2503,123,1901,479,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,24/07/2020,17,0,15,2,Americas
Northwest Territories,Canada,64.8255,-124.8457,24/07/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,24/07/2020,14,0,0,14,Americas
,Kosovo,42.602636,20.902977,24/07/2020,6680,164,3614,2902,Europe
,Burma,21.9162,95.956,24/07/2020,346,6,286,54,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,24/07/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,24/07/2020,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,24/07/2020,90,2,26,62,Europe
,Botswana,-22.3285,24.6849,24/07/2020,686,1,52,633,Africa
,Burundi,-3.3731,29.9189,24/07/2020,345,1,270,74,Africa
,Sierra Leone,8.460555,-11.779889,24/07/2020,1765,66,1297,402,Africa
,Malawi,-13.2543,34.3015,24/07/2020,3453,87,1373,1993,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,24/07/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,24/07/2020,4,0,1,3,Europe
,South Sudan,6.877,31.307,24/07/2020,2258,45,1175,1038,Africa
,Western Sahara,24.2155,-12.8858,24/07/2020,10,1,8,1,Africa
,Sao Tome and Principe,0.1864,6.6131,24/07/2020,860,14,610,236,Africa
,Yemen,15.552727,48.516388,24/07/2020,1674,469,779,426,Eastern Mediterranean
,Comoros,-11.6455,43.3333,24/07/2020,340,7,324,9,Africa
,Tajikistan,38.861,71.2761,24/07/2020,7104,58,5851,1195,Europe
,Lesotho,-29.61,28.2336,24/07/2020,359,6,69,284,Africa
,Afghanistan,33.93911,67.709953,25/07/2020,36036,1248,24793,9995,Eastern Mediterranean
,Albania,41.1533,20.1683,25/07/2020,4637,134,2637,1866,Europe
,Algeria,28.0339,1.6596,25/07/2020,26764,1146,18076,7542,Africa
,Andorra,42.5063,1.5218,25/07/2020,897,52,803,42,Europe
,Angola,-11.2027,17.8739,25/07/2020,916,39,242,635,Africa
,Antigua and Barbuda,17.0608,-61.7964,25/07/2020,82,3,60,19,Americas
,Argentina,-38.4161,-63.6167,25/07/2020,158334,2893,68022,87419,Americas
,Armenia,40.0691,45.0382,25/07/2020,36996,700,26243,10053,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,25/07/2020,113,3,109,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,25/07/2020,3668,49,2988,631,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,25/07/2020,31,0,30,1,Western Pacific
Queensland,Australia,-27.4698,153.0251,25/07/2020,1076,6,1063,7,Western Pacific
South Australia,Australia,-34.9285,138.6007,25/07/2020,447,4,441,2,Western Pacific
Tasmania,Australia,-42.8821,147.3272,25/07/2020,229,13,215,1,Western Pacific
Victoria,Australia,-37.8136,144.9631,25/07/2020,8181,71,3529,4581,Western Pacific
Western Australia,Australia,-31.9505,115.8605,25/07/2020,658,9,644,5,Western Pacific
,Austria,47.5162,14.5501,25/07/2020,20338,712,18124,1502,Europe
,Azerbaijan,40.1431,47.5769,25/07/2020,29633,408,22082,7143,Europe
,Bahamas,25.025885,-78.035889,25/07/2020,326,11,91,224,Americas
,Bahrain,26.0275,50.55,25/07/2020,38747,137,35205,3405,Eastern Mediterranean
,Bangladesh,23.685,90.3563,25/07/2020,221178,2874,122090,96214,South-East Asia
,Barbados,13.1939,-59.5432,25/07/2020,108,7,94,7,Americas
,Belarus,53.7098,27.9534,25/07/2020,67002,530,60092,6380,Europe
,Belgium,50.8333,4.469936,25/07/2020,65727,9821,17425,38481,Europe
,Benin,9.3077,2.3158,25/07/2020,1694,34,918,742,Africa
,Bhutan,27.5142,90.4336,25/07/2020,92,0,85,7,South-East Asia
,Bolivia,-16.2902,-63.5887,25/07/2020,68281,2535,20951,44795,Americas
,Bosnia and Herzegovina,43.9159,17.6791,25/07/2020,9767,280,4555,4932,Europe
,Brazil,-14.235,-51.9253,25/07/2020,2394513,86449,1785359,522705,Americas
,Brunei,4.5353,114.7277,25/07/2020,141,3,138,0,Western Pacific
,Bulgaria,42.7339,25.4858,25/07/2020,10312,338,5306,4668,Europe
,Burkina Faso,12.2383,-1.5616,25/07/2020,1086,53,920,113,Africa
,Cabo Verde,16.5388,-23.0418,25/07/2020,2258,22,1363,873,Africa
,Cambodia,11.55,104.9167,25/07/2020,225,0,143,82,Western Pacific
,Cameroon,3.848,11.5021,25/07/2020,16708,385,14539,1784,Africa
Alberta,Canada,53.9333,-116.5765,25/07/2020,10086,178,0,9908,Americas
British Columbia,Canada,53.7267,-127.6476,25/07/2020,3419,191,0,3228,Americas
Manitoba,Canada,53.7609,-98.8139,25/07/2020,388,7,0,381,Americas
New Brunswick,Canada,46.5653,-66.4619,25/07/2020,170,2,0,168,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,25/07/2020,265,3,0,262,Americas
Nova Scotia,Canada,44.682,-63.7443,25/07/2020,1067,63,0,1004,Americas
Ontario,Canada,51.2538,-85.3232,25/07/2020,40457,2802,0,37655,Americas
Prince Edward Island,Canada,46.5107,-63.4168,25/07/2020,36,0,0,36,Americas
Quebec,Canada,52.9399,-73.5491,25/07/2020,58414,5666,0,52748,Americas
Saskatchewan,Canada,52.9399,-106.4509,25/07/2020,1136,16,0,1120,Americas
,Central African Republic,6.6111,20.9394,25/07/2020,4598,59,1506,3033,Africa
,Chad,15.4542,18.7322,25/07/2020,915,75,810,30,Africa
,Chile,-35.6751,-71.543,25/07/2020,343592,9020,316169,18403,Americas
Anhui,China,31.8257,117.2264,25/07/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,25/07/2020,929,9,878,42,Western Pacific
Chongqing,China,30.0572,107.874,25/07/2020,583,6,576,1,Western Pacific
Fujian,China,26.0789,117.9874,25/07/2020,365,1,361,3,Western Pacific
Gansu,China,35.7518,104.2861,25/07/2020,167,2,165,0,Western Pacific
Guangdong,China,23.3417,113.4244,25/07/2020,1672,8,1642,22,Western Pacific
Guangxi,China,23.8298,108.7881,25/07/2020,255,2,253,0,Western Pacific
Guizhou,China,26.8154,106.8748,25/07/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,25/07/2020,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,25/07/2020,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,25/07/2020,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,25/07/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,25/07/2020,2505,18,1455,1032,Western Pacific
Hubei,China,30.9756,112.2707,25/07/2020,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,25/07/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,25/07/2020,256,1,244,11,Western Pacific
Jiangsu,China,32.9711,119.455,25/07/2020,655,0,654,1,Western Pacific
Jiangxi,China,27.614,115.7221,25/07/2020,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,25/07/2020,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,25/07/2020,189,2,159,28,Western Pacific
Macau,China,22.1667,113.55,25/07/2020,46,0,46,0,Western Pacific
Ningxia,China,37.2692,106.1655,25/07/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,25/07/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,25/07/2020,323,3,317,3,Western Pacific
Shandong,China,36.3427,118.1498,25/07/2020,799,7,785,7,Western Pacific
Shanghai,China,31.202,121.4491,25/07/2020,741,7,716,18,Western Pacific
Shanxi,China,37.5777,112.2922,25/07/2020,201,0,201,0,Western Pacific
Sichuan,China,30.6171,102.7103,25/07/2020,603,3,594,6,Western Pacific
Tianjin,China,39.3054,117.323,25/07/2020,204,3,195,6,Western Pacific
Tibet,China,31.6927,88.0924,25/07/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,25/07/2020,213,3,73,137,Western Pacific
Yunnan,China,24.974,101.487,25/07/2020,189,2,186,1,Western Pacific
Zhejiang,China,29.1832,120.0934,25/07/2020,1270,1,1268,1,Western Pacific
,Colombia,4.5709,-74.2973,25/07/2020,240795,8269,119667,112859,Americas
,Congo (Brazzaville),-0.228,15.8277,25/07/2020,3038,51,756,2231,Africa
,Congo (Kinshasa),-4.0383,21.7587,25/07/2020,8801,204,5305,3292,Africa
,Costa Rica,9.7489,-83.7534,25/07/2020,14600,98,3640,10862,Americas
,Cote d'Ivoire,7.54,-5.5471,25/07/2020,15494,94,9880,5520,Africa
,Croatia,45.1,15.2,25/07/2020,4792,133,3778,881,Europe
,Cuba,21.521757,-77.781167,25/07/2020,2478,87,2345,46,Americas
,Cyprus,35.1264,33.4299,25/07/2020,1053,19,852,182,Europe
,Czechia,49.8175,15.473,25/07/2020,15212,369,9590,5253,Europe
Faroe Islands,Denmark,61.8926,-6.9118,25/07/2020,192,0,188,4,Europe
Greenland,Greenland,71.7069,-42.6043,25/07/2020,13,0,13,0,Europe
,Denmark,56.2639,9.5018,25/07/2020,13438,613,12340,485,Europe
,Djibouti,11.8251,42.5903,25/07/2020,5039,58,4949,32,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,25/07/2020,60896,1055,27980,31861,Americas
,Ecuador,-1.8312,-78.1834,25/07/2020,80036,5507,34544,39985,Americas
,Egypt,26.820553,30.802498,25/07/2020,91583,4558,32903,54122,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,25/07/2020,14221,390,7549,6282,Americas
,Equatorial Guinea,1.6508,10.2679,25/07/2020,3071,51,842,2178,Africa
,Eritrea,15.1794,39.7823,25/07/2020,263,0,189,74,Africa
,Estonia,58.5953,25.0136,25/07/2020,2033,69,1915,49,Europe
,Eswatini,-26.5225,31.4659,25/07/2020,2142,28,940,1174,Africa
,Ethiopia,9.145,40.4897,25/07/2020,13248,209,5966,7073,Africa
,Fiji,-17.7134,178.065,25/07/2020,27,0,18,9,Western Pacific
,Finland,61.92411,25.748151,25/07/2020,7388,329,6920,139,Europe
French Guiana,France,3.9339,-53.1258,25/07/2020,7332,41,5767,1524,Europe
French Polynesia,France,-17.6797,149.4068,25/07/2020,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,25/07/2020,203,14,176,13,Europe
Mayotte,France,-12.8275,45.166244,25/07/2020,2862,38,2650,174,Europe
New Caledonia,France,-20.904305,165.618042,25/07/2020,22,0,22,0,Europe
Reunion,France,-21.1151,55.5364,25/07/2020,657,3,558,96,Europe
Saint Barthelemy,France,17.9,-62.8333,25/07/2020,7,0,6,1,Europe
St Martin,France,18.0708,-63.0501,25/07/2020,49,3,41,5,Europe
Martinique,France,14.6415,-61.0242,25/07/2020,269,15,98,156,Europe
,France,46.2276,2.2137,25/07/2020,206334,30081,71566,104687,Europe
,Gabon,-0.8037,11.6094,25/07/2020,6984,49,4463,2472,Africa
,Gambia,13.4432,-15.3101,25/07/2020,277,6,60,211,Africa
,Georgia,42.3154,43.3569,25/07/2020,1117,16,917,184,Europe
,Germany,51.165691,10.451526,25/07/2020,206278,9124,189919,7235,Europe
,Ghana,7.9465,-1.0232,25/07/2020,31851,161,28438,3252,Africa
,Greece,39.0742,21.8243,25/07/2020,4166,201,1374,2591,Europe
,Guatemala,15.7835,-90.2308,25/07/2020,44492,1699,31045,11748,Americas
,Guinea,9.9456,-9.6966,25/07/2020,6927,42,6098,787,Africa
,Guyana,4.860416,-58.93018,25/07/2020,360,20,180,160,Americas
,Haiti,18.9712,-72.2852,25/07/2020,7297,157,4365,2775,Americas
,Holy See,41.9029,12.4534,25/07/2020,12,0,12,0,Europe
,Honduras,15.2,-86.2419,25/07/2020,38438,1098,4713,32627,Americas
,Hungary,47.1625,19.5033,25/07/2020,4424,596,3324,504,Europe
,Iceland,64.9631,-19.0208,25/07/2020,1843,10,1823,10,Europe
,India,20.593684,78.96288,25/07/2020,1385635,32060,885573,468002,South-East Asia
,Indonesia,-0.7893,113.9213,25/07/2020,97286,4714,55354,37218,South-East Asia
,Iran,32.427908,53.688046,25/07/2020,288839,15484,251319,22036,Eastern Mediterranean
,Iraq,33.223191,43.679291,25/07/2020,107573,4284,73317,29972,Eastern Mediterranean
,Ireland,53.1424,-7.6921,25/07/2020,25869,1764,23364,741,Europe
